title,url,star,quote
罗马假日 / Roman Holiday / 金枝玉叶(港)  /  罗马假期(台),https://movie.douban.com/subject/1293839/,9.1,['爱情哪怕只有一天。']
海蒂和爷爷 / Heidi / 飘零燕(港)  /  海蒂,https://movie.douban.com/subject/25958717/,9.3,['如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。']
指环王1：护戒使者 / The Lord of the Rings: The Fellowship of the Ring / 指环王1：魔戒再现  /  指环王I：护戒使者,https://movie.douban.com/subject/1291571/,9.1,['传说的开始。']
黑客帝国 / The Matrix / 22世纪杀人网络(港)  /  廿二世纪杀人网络(港),https://movie.douban.com/subject/1291843/,9.1,['视觉革命。']
大闹天宫 / 大闹天宫 上下集  /  The Monkey King,https://movie.douban.com/subject/1418019/,9.4,['经典之作，历久弥新。']
教父2 / The Godfather: Part Ⅱ / 教父续集(港)  /  教父II,https://movie.douban.com/subject/1299131/,9.2,['优雅的孤独。']
辩护人 / 변호인 / 逆权大状(港)  /  正义辩护人(台),https://movie.douban.com/subject/21937445/,9.2,['电影的现实意义大过电影本身。']
死亡诗社 / Dead Poets Society / 暴雨骄阳(港)  /  春风化雨(台),https://movie.douban.com/subject/1291548/,9.1,['当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。']
狮子王 / The Lion King / 狮子王3D,https://movie.douban.com/subject/1301753/,9.1,['动物版《哈姆雷特》。']
绿皮书 / Green Book / 绿簿旅友(港)  /  幸福绿皮书(台),https://movie.douban.com/subject/27060077/,8.9,['去除成见，需要勇气。']
搏击俱乐部 / Fight Club / 搏击会(港)  /  斗阵俱乐部(台),https://movie.douban.com/subject/1292000/,9.0,['邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。']
饮食男女 / 飲食男女 / Eat Drink Man Woman,https://movie.douban.com/subject/1291818/,9.2,['人生不能像做菜，把所有的料都准备好了才下锅。']
美丽心灵 / A Beautiful Mind / 有你终生美丽(港)  /  美丽境界(台),https://movie.douban.com/subject/1306029/,9.1,['爱是一切逻辑和原由。']
本杰明·巴顿奇事 / The Curious Case of Benjamin Button / 奇幻逆缘(港)  /  班杰明的奇幻旅程(台),https://movie.douban.com/subject/1485260/,9.0,['在时间之河里感受溺水之苦。']
窃听风暴 / Das Leben der Anderen / 窃听者(港)  /  他人的生活,https://movie.douban.com/subject/1900841/,9.2,['别样人生。']
情书 / Love Letter / When I Close My Eyes  /  Letters of Love,https://movie.douban.com/subject/1292220/,8.9,['暗恋的极致。']
穿条纹睡衣的男孩 / The Boy in the Striped Pajamas / 穿条纹衣服的男孩  /  穿条纹衣的男孩,https://movie.douban.com/subject/3008247/,9.2,['尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。']
"两杆大烟枪 / Lock, Stock and Two Smoking Barrels / 够姜四小强(港)  /  两根枪管(台)",https://movie.douban.com/subject/1293350/,9.1,['4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。']
西西里的美丽传说 / Malèna / 真爱伴我行(台)  /  玛莲娜,https://movie.douban.com/subject/1292402/,8.9,['美丽无罪。']
看不见的客人 / Contratiempo / 死无对证(港)  /  布局(台),https://movie.douban.com/subject/26580232/,8.8,['你以为你以为的就是你以为的。']
拯救大兵瑞恩 / Saving Private Ryan / 雷霆救兵(港)  /  抢救雷恩大兵(台),https://movie.douban.com/subject/1292849/,9.1,['美利坚精神输出大片No1.']
音乐之声 / The Sound of Music / 仙乐飘飘处处闻(港)  /  真善美(台),https://movie.douban.com/subject/1294408/,9.1,['用音乐化解仇恨，让歌声串起美好。']
飞越疯人院 / One Flew Over the Cuckoo's Nest / 飞越杜鹃窝(台)  /  飞越喜鹊巢,https://movie.douban.com/subject/1292224/,9.1,['自由万岁。']
小鞋子 / بچه های آسمان / 天堂的孩子  /  小童鞋,https://movie.douban.com/subject/1303021/,9.2,['奔跑的孩子是天使。']
阿凡达 / Avatar / 天神下凡(港)  /  化身,https://movie.douban.com/subject/1652587/,8.8,['绝对意义上的美轮美奂。']
