title,url,star,quote
哈利·波特与死亡圣器(下) / Harry Potter and the Deathly Hallows: Part 2 / 哈利波特7：死神的圣物2(港 / 台) ,https://movie.douban.com/subject/3011235/,8.9,['10年的完美句点。']
沉默的羔羊 / The Silence of the Lambs / 沉默的羔羊,https://movie.douban.com/subject/1293544/,8.9,['安东尼·霍普金斯的顶级表演。']
海豚湾 / The Cove / 血色海湾(台)  /  海湾,https://movie.douban.com/subject/3442220/,9.3,['海豚的微笑，是世界上最高明的伪装。']
致命魔术 / The Prestige / 死亡魔法(港)  /  顶尖对决(台),https://movie.douban.com/subject/1780330/,8.9,['孪生蝙蝠侠大战克隆金刚狼。']
禁闭岛 / Shutter Island / 不赦岛(港)  /  隔离岛(台),https://movie.douban.com/subject/2334904/,8.8,['昔日翩翩少年，今日大腹便便。']
布达佩斯大饭店 / The Grand Budapest Hotel / 布达佩斯大酒店(港)  /  欢迎来到布达佩斯大饭店(台),https://movie.douban.com/subject/11525673/,8.9,['小清新的故事里注入了大历史的情怀。']
蝴蝶效应 / The Butterfly Effect / 蝴蝶效应,https://movie.douban.com/subject/1292343/,8.8,['人的命运被自己瞬间的抉择改变。']
美国往事 / Once Upon a Time in America / 四海兄弟(台)  /  义薄云天(港),https://movie.douban.com/subject/1292262/,9.2,['往事如烟，无处祭奠。']
心灵捕手 / Good Will Hunting / 骄阳似我(港)  /  心灵捕手,https://movie.douban.com/subject/1292656/,8.9,['人生中应该拥有这样的一段豁然开朗。']
低俗小说 / Pulp Fiction / 危险人物(港)  /  黑色追缉令(台),https://movie.douban.com/subject/1291832/,8.9,['故事的高级讲法。']
春光乍泄 / 春光乍洩 / 一起快乐  /  Happy Together,https://movie.douban.com/subject/1292679/,9.0,['爱情纠缠，男女一致。']
摩登时代 / Modern Times / The Masses  /  Les Temps modernes,https://movie.douban.com/subject/1294371/,9.3,['大时代中的人生，小人物的悲喜。']
七宗罪 / Se7en / 火线追缉令(台)  /  7宗罪,https://movie.douban.com/subject/1292223/,8.8,['警察抓小偷，老鼠玩死猫。']
喜剧之王 / 喜劇之王 / King of Comedy,https://movie.douban.com/subject/1302425/,8.8,['我是一个演员。']
致命ID / Identity / 杀人游戏  /  致命身份,https://movie.douban.com/subject/1297192/,8.8,['最不可能的那个人永远是最可能的。']
杀人回忆 / 살인의 추억 / 谋杀回忆  /  杀手回忆录,https://movie.douban.com/subject/1300299/,8.9,['关于连环杀人悬案的集体回忆。']
功夫 / 功夫3D  /  Kung Fu Hustle,https://movie.douban.com/subject/1291543/,8.7,['警恶惩奸，维护世界和平这个任务就交给你了，好吗？']
哈利·波特与阿兹卡班的囚徒 / Harry Potter and the Prisoner of Azkaban / 哈利波特3：阿兹卡班的逃犯(港 / 台) ,https://movie.douban.com/subject/1291544/,8.9,['不一样的导演，不一样的哈利·波特。']
超脱 / Detachment / 人间师格(台),https://movie.douban.com/subject/5322596/,9.0,['穷尽一生，我们要学会的，不过是彼此拥抱。']
加勒比海盗 / Pirates of the Caribbean: The Curse of the Black Pearl / 加勒比海盗1：黑珍珠号的诅咒  /  神鬼奇航：鬼盗船魔咒(台),https://movie.douban.com/subject/1298070/,8.8,['约翰尼·德普的独角戏。']
被嫌弃的松子的一生 / 嫌われ松子の一生 / 花样奇缘(港)  /  令人讨厌的松子的一生(台),https://movie.douban.com/subject/1787291/,8.9,['以戏谑来戏谑戏谑。']
红辣椒 / パプリカ / 盗梦侦探(港 / 台) ,https://movie.douban.com/subject/1865703/,9.0,['梦的勾结。']
狩猎 / Jagten / 诬网(港)  /  谎言的烙印(台),https://movie.douban.com/subject/6985810/,9.1,['人言可畏。']
请以你的名字呼唤我 / Call Me by Your Name / 以你的名字呼唤我(港 / 台) ,https://movie.douban.com/subject/26799731/,8.9,['沉醉在电影的情感和视听氛围中无法自拔。']
7号房的礼物 / 7번방의 선물 / 戆爸的礼物(港)  /  7号囚房的礼物,https://movie.douban.com/subject/10777687/,8.9,['《我是山姆》的《美丽人生》。']
