title,url,star,quote
忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事,https://movie.douban.com/subject/1959195/,9.2,['养狗三日，便会对你终其一生。']
荒蛮故事 / Relatos salvajes / 蛮荒故事  /  生命中最抓狂的小事(台),https://movie.douban.com/subject/24750126/,8.8,['始于荒诞，止于更荒诞。']
绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里,https://movie.douban.com/subject/1300374/,8.9,['天使暂时离开。']
爱在午夜降临前 / Before Midnight / 情约半生(港)  /  爱在午夜希腊时(台),https://movie.douban.com/subject/10808442/,8.8,['所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。']
爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台),https://movie.douban.com/subject/25773932/,8.7,['这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。']
贫民窟的百万富翁 / Slumdog Millionaire / 一百万零一夜(港)  /  贫民百万富翁(台),https://movie.douban.com/subject/2209573/,8.6,['上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁']
小偷家族 / 万引き家族 / Shoplifters  /  Une Affaire de Famille,https://movie.douban.com/subject/27622447/,8.7,['我们组成了家。']
真爱至上 / Love Actually / 真的恋爱了(港)  /  爱是您，爱是我(台),https://movie.douban.com/subject/1292401/,8.6,['爱，是个动词。']
色，戒 / 色|戒  /  色·戒,https://movie.douban.com/subject/1828115/,8.6,['假戏真情，爱欲深海']
东邪西毒 / 東邪西毒 / Ashes of Time,https://movie.douban.com/subject/1292328/,8.6,['电影诗。']
无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,https://movie.douban.com/subject/6534248/,8.7,['迪士尼和皮克斯拿错剧本的产物。']
疯狂的石头 / Crazy Stone,https://movie.douban.com/subject/1862151/,8.5,['中国版《两杆大烟枪》。']
冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,https://movie.douban.com/subject/1291578/,8.6,['松鼠才是角儿。']
黑天鹅 / Black Swan / 夺命黑天鹅  /  霸王别鹅(豆友译名),https://movie.douban.com/subject/1978709/,8.6,['黑暗之美。']
你看起来好像很好吃 / おまえうまそうだな / 你看起来很好吃(台)  /  你看上去好像很好吃,https://movie.douban.com/subject/4848115/,8.9,['感情不分食草或者食肉。']
雨中曲 / Singin' in the Rain / 万花嬉春(港 / 台) ,https://movie.douban.com/subject/1293460/,9.1,['骨灰级歌舞片。']
恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,https://movie.douban.com/subject/3011051/,8.5,['不要企图在重复中寻找已经失去的爱。']
2001太空漫游 / 2001: A Space Odyssey / 2001：星际漫游  /  2001：太空奥德赛,https://movie.douban.com/subject/1292226/,8.9,['现代科幻电影的开山之作，最伟大导演的最伟大影片。']
雨人 / Rain Man / 手足情未了(港)  /  手足情深,https://movie.douban.com/subject/1291870/,8.7,['生活在自己的世界里，也可以让周围的人显得可笑和渺小。']
恋恋笔记本 / The Notebook / 忘了·忘不了(港)  /  手札情缘(台),https://movie.douban.com/subject/1309163/,8.6,['爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ']
魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,https://movie.douban.com/subject/1307811/,8.7,['宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。']
茶馆 / The Teahouse,https://movie.douban.com/subject/1461403/,9.5,[]
城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,https://movie.douban.com/subject/1293908/,9.3,['永远的小人物，伟大的卓别林。']
遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),https://movie.douban.com/subject/1867345/,8.7,['用剩余不多的时间，去燃烧整个生命。']
萤火虫之墓 / 火垂るの墓 / 再见萤火虫(港)  /  萤火挽歌,https://movie.douban.com/subject/1293318/,8.7,['幸福是生生不息，却难以触及的远。 ']
