title,url,star,quote
剪刀手爱德华 / Edward Scissorhands / 幻海奇缘(港)  /  剪刀手爱德华,https://movie.douban.com/subject/1292370/,8.7,['浪漫忧郁的成人童话。']
勇敢的心 / Braveheart / 惊世未了缘(港)  /  梅尔吉勃逊之英雄本色(台),https://movie.douban.com/subject/1294639/,8.9,['史诗大片的典范。']
断背山 / Brokeback Mountain / 断臂山  /  BBM,https://movie.douban.com/subject/1418834/,8.8,['每个人心中都有一座断背山。']
唐伯虎点秋香 / 唐伯虎點秋香 / Flirting Scholar,https://movie.douban.com/subject/1306249/,8.7,['华太师是黄霑，吴镇宇四大才子之一。']
入殓师 / おくりびと / 礼仪师之奏鸣曲(港)  /  礼仪师(台),https://movie.douban.com/subject/2149806/,8.9,['死可能是一道门，逝去并不是终结，而是超越，走向下一程。']
第六感 / The Sixth Sense / 鬼眼(港)  /  灵异第六感(台),https://movie.douban.com/subject/1297630/,8.9,['深入内心的恐怖，出人意料的结局。']
天使爱美丽 / Le fabuleux destin d'Amélie Poulain / 艾蜜莉的异想世界(台)  /  天使艾米莉,https://movie.douban.com/subject/1292215/,8.7,['法式小清新。 ']
哈利·波特与密室 / Harry Potter and the Chamber of Secrets / 哈利波特2：消失的密室(港 / 台) ,https://movie.douban.com/subject/1296996/,8.8,['魔法的密室之门已打开...']
重庆森林 / 重慶森林 / Chungking Express,https://movie.douban.com/subject/1291999/,8.8,['寂寞没有期限。']
爱在黎明破晓前 / Before Sunrise / 情留半天(港)  /  爱在黎明破晓时(台),https://movie.douban.com/subject/1296339/,8.8,['缘分是个连绵词，最美不过一瞬。']
一一 / Yi yi  /  Yi yi: A One and a Two,https://movie.douban.com/subject/1292434/,9.1,['我们都曾经是一一。']
幽灵公主 / もののけ姫 / 魔法公主(港 / 台) ,https://movie.douban.com/subject/1297359/,8.9,['人与自然的战争史诗。']
蝙蝠侠：黑暗骑士崛起 / The Dark Knight Rises / 蝙蝠侠前传3：黑暗骑士崛起  /  黑暗骑士：黎明升起(台),https://movie.douban.com/subject/3395373/,8.8,['诺兰就是保证。']
小森林 夏秋篇 / リトル・フォレスト 夏・秋 / 小森食光 / 夏秋篇(台) ,https://movie.douban.com/subject/25814705/,9.0,['那些静得只能听见呼吸的日子里，你明白孤独即生活。']
阳光灿烂的日子 / In the Heat of the Sun,https://movie.douban.com/subject/1291875/,8.8,['一场华丽的意淫。']
菊次郎的夏天 / 菊次郎の夏 / 菊次郎之夏  /  Kikujirô no natsu,https://movie.douban.com/subject/1293359/,8.9,['从没见过那么流氓的温柔，从没见过那么温柔的流氓。']
超能陆战队 / Big Hero 6 / 大英雄联盟(港)  /  大英雄天团(台),https://movie.douban.com/subject/11026735/,8.7,['Balalala~~~']
完美的世界 / A Perfect World / 强盗保镳,https://movie.douban.com/subject/1300992/,9.1,['坏人的好总是比好人的好来得更感人。']
无人知晓 / 誰も知らない / 谁知赤子心(港)  /  无人知晓的夏日清晨(台),https://movie.douban.com/subject/1292337/,9.1,['我的平常生活就是他人的幸福。']
消失的爱人 / Gone Girl / 失踪的女孩  /  失踪女孩,https://movie.douban.com/subject/21318488/,8.7,['年度最佳date movie。']
爱在日落黄昏时 / Before Sunset / 日落巴黎(港)  /  爱在日落巴黎时(台),https://movie.douban.com/subject/1291990/,8.9,['九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。']
小森林 冬春篇 / リトル・フォレスト 冬・春 / 小森食光 / 冬春篇(台) ,https://movie.douban.com/subject/25814707/,9.0,['尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。']
倩女幽魂 / 倩女幽魂(87版)  /  倩女幽魂：妖魔道,https://movie.douban.com/subject/1297447/,8.8,['两张绝世的脸。 ']
借东西的小人阿莉埃蒂 / 借りぐらしのアリエッティ / 借物少女艾莉缇(台)  /  借东西的小矮人亚莉亚蒂(港),https://movie.douban.com/subject/4202302/,8.9,['曾经的那段美好会沉淀为一辈子的记忆。']
甜蜜蜜 / Comrades: Almost a Love Story,https://movie.douban.com/subject/1305164/,8.9,['相逢只要一瞬间，等待却像是一辈子。']
