title,url,star,quote
可可西里 / Kekexili: Mountain Patrol,https://movie.douban.com/subject/1308857/,8.9,['坚硬的信仰。']
大佛普拉斯 / The Great Buddha+,https://movie.douban.com/subject/27059130/,8.7,['人们可以登上月球，却永远无法探索人们内心的宇宙。']
无间道2 / 無間道II / 无间道前传  /  Infernal Affairs II,https://movie.douban.com/subject/1307106/,8.7,[]
牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,https://movie.douban.com/subject/1292329/,8.9,['弱者送给弱者的一刀。']
虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  大進擊(台),https://movie.douban.com/subject/1296909/,8.9,['永远看不腻的喜剧。']
源代码 / Source Code / 启动原始码(台)  /  危机解密(港),https://movie.douban.com/subject/3075287/,8.5,['邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。']
人工智能 / Artificial Intelligence: AI / AI人工智慧,https://movie.douban.com/subject/1302827/,8.7,['对爱的执着，可以超越一切。']
初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,https://movie.douban.com/subject/4739952/,8.5,['黑小鸭速效美白记。']
海边的曼彻斯特 / Manchester by the Sea / 情系海边之城(港),https://movie.douban.com/subject/25980443/,8.6,['我们都有权利不与自己的过去和解。']
"背靠背，脸对脸 / 背对背，脸对脸  /  Back to Back, Face to Face",https://movie.douban.com/subject/1307856/,9.5,[]
东京教父 / 東京ゴッドファーザーズ / Tokyo Godfathers,https://movie.douban.com/subject/1310177/,9.0,[]
罗生门 / 羅生門 / Rashomon,https://movie.douban.com/subject/1291879/,8.8,['人生的N种可能性。']
小丑 / Joker / 小丑起源电影：罗密欧  /  Romeo,https://movie.douban.com/subject/27119724/,8.7,[]
终结者2：审判日 / Terminator 2: Judgment Day / 未来战士2(港)  /  魔鬼终结者2(台),https://movie.douban.com/subject/1291844/,8.8,['少见的超越首部的续集，动作片中的经典。']
奇迹男孩 / Wonder / 奇迹,https://movie.douban.com/subject/26787574/,8.6,['世界不完美，爱会有奇迹。']
青蛇 / Green Snake,https://movie.douban.com/subject/1303394/,8.6,['人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。']
二十二 / Twenty Two  /  22,https://movie.douban.com/subject/26430107/,8.7,['有一些东西不应该被遗忘。']
波西米亚狂想曲 / Bohemian Rhapsody / 波希米亚狂想曲：摇滚传说(港)  /  波希米亚狂想曲(台),https://movie.douban.com/subject/5300054/,8.6,[]
房间 / Room / 不存在的房间(台)  /  抖室(港),https://movie.douban.com/subject/25724855/,8.8,['被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。']
疯狂的麦克斯4：狂暴之路 / Mad Max: Fury Road / 末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),https://movie.douban.com/subject/3592854/,8.6,['“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~']
新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,https://movie.douban.com/subject/1292287/,8.6,['嬉笑怒骂，调风动月。']
无耻混蛋 / Inglourious Basterds / 希魔撞正杀人狂(港)  /  恶棍特工(台),https://movie.douban.com/subject/1438652/,8.6,['昆汀同学越来越变态了，比北野武还杜琪峰。']
魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦,https://movie.douban.com/subject/1293964/,8.8,['中国式内在的美国电影。']
血钻 / Blood Diamond / 血钻石(台)  /  血腥钻石,https://movie.douban.com/subject/1428175/,8.7,['每个美丽事物背后都是滴血的现实。']
步履不停 / 歩いても 歩いても / 横山家之味(港 / 台) ,https://movie.douban.com/subject/2222996/,8.8,['日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。']
