title,url,star,quote
龙猫 / となりのトトロ / 邻居托托罗  /  邻家的豆豆龙,https://movie.douban.com/subject/1291560/,9.2,['人人心中都有个龙猫，童年就永远不会消失。']
末代皇帝 / The Last Emperor / 末代皇帝溥仪(港),https://movie.douban.com/subject/1293172/,9.3,['“不要跟我比惨，我比你更惨”再适合这部电影不过了。']
寻梦环游记 / Coco / 玩转极乐园(港)  /  可可夜总会(台),https://movie.douban.com/subject/20495023/,9.1,['死亡不是真的逝去，遗忘才是永恒的消亡。']
蝙蝠侠：黑暗骑士 / The Dark Knight / 蝙蝠侠前传2：黑暗骑士  /  黑暗骑士(台),https://movie.douban.com/subject/1851857/,9.2,['无尽的黑暗。']
活着 / 人生  /  Lifetimes,https://movie.douban.com/subject/1292365/,9.3,['张艺谋最好的电影。']
哈利·波特与魔法石 / Harry Potter and the Sorcerer's Stone / 哈利波特1：神秘的魔法石(港 / 台) ,https://movie.douban.com/subject/1295038/,9.1,['童话世界的开端。']
指环王3：王者无敌 / The Lord of the Rings: The Return of the King / 魔戒三部曲：王者再临(台 / 港) ,https://movie.douban.com/subject/1291552/,9.3,['史诗的终章。']
乱世佳人 / Gone with the Wind / 飘,https://movie.douban.com/subject/1300267/,9.3,['Tomorrow is another day.']
素媛 / 소원 / 许愿  /  希望：为爱重生(台),https://movie.douban.com/subject/21937452/,9.3,['受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。']
飞屋环游记 / Up / 冲天救兵(港)  /  天外奇迹(台),https://movie.douban.com/subject/2129039/,9.1,['最后那些最无聊的事情，才是最值得怀念的。 ']
摔跤吧！爸爸 / Dangal / 我和我的冠军女儿(台)  /  打死不离3父女(港),https://movie.douban.com/subject/26387939/,9.0,['你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。']
我不是药神 / 中国药神  /  印度药神,https://movie.douban.com/subject/26752088/,9.0,['对我们国家而言，这样的电影多一部是一部。']
何以为家 / كفرناحوم / 迦百农  /  星仔打官司(港),https://movie.douban.com/subject/30170448/,9.1,['凝视卑弱生命，用电影改变命运。']
十二怒汉 / 12 Angry Men / 12怒汉  /  十二怒汉,https://movie.douban.com/subject/1293182/,9.4,['1957年的理想主义。 ']
哈尔的移动城堡 / ハウルの動く城 / 哈尔移动城堡(港)  /  霍尔的移动城堡(台),https://movie.douban.com/subject/1308807/,9.1,['带着心爱的人在天空飞翔。']
少年派的奇幻漂流 / Life of Pi / 少年Pi的奇幻漂流  /  漂流少年Pi,https://movie.douban.com/subject/1929463/,9.1,['瑰丽壮观、无人能及的冒险之旅。']
鬼子来了 / Devils on the Doorstep,https://movie.douban.com/subject/1291858/,9.3,['对敌人的仁慈，就是对自己残忍。']
大话西游之月光宝盒 / 西遊記第壹佰零壹回之月光寶盒 / 西游记101回月光宝盒  /  齐天大圣东游记,https://movie.douban.com/subject/1299398/,9.0,['旷古烁今。']
猫鼠游戏 / Catch Me If You Can / 逍遥法外  /  捉智双雄(港),https://movie.douban.com/subject/1305487/,9.1,['骗子大师和执著警探的你追我跑故事。 ']
天空之城 / 天空の城ラピュタ / Tenkû no shiro Rapyuta  /  Laputa: Castle in the Sky,https://movie.douban.com/subject/1291583/,9.1,['对天空的追逐，永不停止。 ']
天堂电影院 / Nuovo Cinema Paradiso / 星光伴我心(港)  /  新天堂乐园(台),https://movie.douban.com/subject/1291828/,9.2,['那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。']
闻香识女人 / Scent of a Woman / 女人香  /  女人的芳香,https://movie.douban.com/subject/1298624/,9.1,['史上最美的探戈。']
指环王2：双塔奇兵 / The Lord of the Rings: The Two Towers / 魔戒二部曲：双城奇谋  /  指环王II：双塔,https://movie.douban.com/subject/1291572/,9.2,['承前启后的史诗篇章。']
钢琴家 / The Pianist / 钢琴战曲(港)  /  战地琴人(台),https://movie.douban.com/subject/1296736/,9.2,['音乐能化解仇恨。']
让子弹飞 / 让子弹飞一会儿  /  火烧云,https://movie.douban.com/subject/3742360/,8.9,['你给我翻译翻译，神马叫做TMD的惊喜。']
