title,url,star,quote
头号玩家 / Ready Player One / 玩家一号  /  挑战者1号(港),https://movie.douban.com/subject/4920389/,8.7,['写给影迷，动漫迷和游戏迷的一封情书。']
新世界 / 신세계 / 暗黑新世界(台)  /  New World,https://movie.douban.com/subject/10437779/,8.9,['要做就做得狠一点，这样才能活下去。']
七武士 / 七人の侍 / 七侠四义(港)  /  七剑客(港),https://movie.douban.com/subject/1295399/,9.3,['时代悲歌。']
喜宴 / 囍宴 / The Wedding Banquet,https://movie.douban.com/subject/1303037/,8.9,['中国家庭的喜怒哀乐忍。']
模仿游戏 / The Imitation Game / 解码游戏(港)  /  模拟游戏,https://movie.douban.com/subject/10463953/,8.7,['他给机器起名“克里斯托弗”，因为这是他初恋的名字。']
黑客帝国3：矩阵革命 / The Matrix Revolutions / 22世纪杀人网络3：惊变世纪(港)  /  骇客任务完结篇：最后战役(台),https://movie.douban.com/subject/1302467/,8.8,['不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。']
花样年华 / 花樣年華 / In the Mood for Love,https://movie.douban.com/subject/1291557/,8.7,['偷情本没有这样美。']
电锯惊魂 / Saw / 恐惧斗室(港)  /  夺魂锯(台),https://movie.douban.com/subject/1417598/,8.7,['真相就在眼前。']
头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台),https://movie.douban.com/subject/10533913/,8.8,['愿我们都不用长大，每一座城堡都能永远存在。']
"三块广告牌 / Three Billboards Outside Ebbing, Missouri / 广告牌杀人事件(港)  /  意外(台)",https://movie.douban.com/subject/26611804/,8.7,['怼天怼地，你走后，她与世界为敌。']
卢旺达饭店 / Hotel Rwanda / 卢安达饭店(台),https://movie.douban.com/subject/1291822/,8.9,['当这个世界闭上双眼，他却敞开了怀抱。']
你的名字。 / 君の名は。 / 你的名字  /  君之名,https://movie.douban.com/subject/26683290/,8.5,['穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。']
达拉斯买家俱乐部 / Dallas Buyers Club / 续命枭雄(港)  /  药命俱乐部(台),https://movie.douban.com/subject/1793929/,8.8,['Jared Leto的腿比女人还美！']
疯狂原始人 / The Croods / 古鲁家族(港 / 台) ,https://movie.douban.com/subject/1907966/,8.7,['老少皆宜，这就是好莱坞动画的魅力。']
上帝之城 / Cidade de Deus / 无主之城 (港)  /  无法无天 (台),https://movie.douban.com/subject/1292208/,9.0,['被上帝抛弃了的上帝之城。']
谍影重重3 / The Bourne Ultimatum / 叛谍追击3：最后通牒(港)  /  神鬼认证：最后通牒 (台),https://movie.douban.com/subject/1578507/,8.8,['像吃了苏打饼一样干脆的电影。']
风之谷 / 風の谷のナウシカ / 风谷少女  /  Kaze no tani no Naushika,https://movie.douban.com/subject/1291585/,8.9,['动画片的圣经。']
英雄本色 / A Better Tomorrow  /  Gangland Boss,https://movie.douban.com/subject/1297574/,8.6,['英雄泪短，兄弟情长。 ']
心迷宫 / 殡棺  /  The Coffin in the Mountain,https://movie.douban.com/subject/25917973/,8.7,['荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。']
惊魂记 / Psycho / 精神病患者  /  触目惊心(港),https://movie.douban.com/subject/1293181/,9.0,['故事的反转与反转，分裂电影的始祖。']
纵横四海 / 緃横四海 / Once a Thief,https://movie.douban.com/subject/1295409/,8.8,['香港浪漫主义警匪动作片的巅峰之作。']
九品芝麻官 / 九品芝麻官之白面包青天  /  Hail the Judge,https://movie.douban.com/subject/1297518/,8.7,[]
海街日记 / 海街diary / 海街女孩日记(港)  /  Kamakura Diary,https://movie.douban.com/subject/25895901/,8.8,['是枝裕和的家庭习作。']
岁月神偷 / 歲月神偷 / 1969太空漫游  /  Echoes Of The Rainbow,https://movie.douban.com/subject/3792799/,8.7,['岁月流逝，来日可追。']
记忆碎片 / Memento / 凶心人(港)  /  记忆拼图(台),https://movie.douban.com/subject/1304447/,8.7,['一个针管引发的血案。']
