job_name,position,diploma,company_name,company_size,company_type,salary
数字化运营（吕梁-汾阳市分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（忻州-保德县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
创新业务（太原-娄烦县分公司）,太原,本科,中国联通,10000人以上,国企,面议
创新业务（大同-左云县分公司）,大同,本科,中国联通,10000人以上,国企,面议
综合管理（吕梁-交城县分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（临汾-侯马市分公司）,临汾,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（晋城-陵川县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
综合管理（运城-芮城市分公司）,运城,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（大同-阳高县分公司）,大同,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（临汾-蒲县分公司）,临汾,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（临汾-吉县分公司）,临汾,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（吕梁-石楼县分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
销售主管（华宇百花谷校区）,太原,大专,山西新梦想教育咨询有限公司,20-99人,民营,5千-1万
网络IT/DT运营及维护（运城-平陆县分公司）,运城,本科,中国联通,10000人以上,国企,面议
数字化科技运营助理,太原,大专,山西圣殿网络科技有限公司,300-499人,民营,6千-8千
创新业务（太原-清徐县分公司）,太原,本科,中国联通,10000人以上,国企,面议
云网能力及资源运营（忻州-代县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
数字化支撑,大同,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（吕梁-岚县分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（大同-广灵县分公司）,大同,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（忻州-神池县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（晋中-左权县分公司）,晋中,本科,中国联通,10000人以上,国企,面议
数字化市场运营助理+五险,太原,大专,山西圣殿网络科技有限公司,300-499人,民营,5千-7千
销售代表,大同,大专,郑州华硕医疗设备有限公司,100-299人,股份制企业,4千-6千
（高薪诚聘3000--6000元）网络抖音运营,运城,大专,夏县天沐温泉小镇建设开发有限公司,20-99人,股份制企业,3千-6千
销售主管,晋中,大专,平安普惠投资咨询有限公司晋中分公司,10000人以上,上市公司,9千-1.2万
网络IT/DT运营及维护（运城-稷山县分公司）,运城,本科,中国联通,10000人以上,国企,面议
7K运营专员+管住宿+五险一金,太原,大专,山西慧尚科技有限公司,20-99人,民营,5千-8千
网络IT/DT运营及维护（忻州-定襄县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
材料员,运城,本科,北京环丁扬冠科技有限公司,20-99人,民营,6千-8千
工程管理,太原,本科,河北浩海船舶管理有限公司,20人以下,股份制企业,6千-8千
水资源论证工程师,太原,大专,山西复华万水利勘察设计有限公司,20-99人,,4千-8千
区域大客户代表（山西省内出差）,晋城,大专,凡岛网络,1000-9999人,民营,8千-1.2万
网络IT/DT运营及维护（晋中-榆社县分公司）,晋中,本科,中国联通,10000人以上,国企,面议
云网能力及资源运营（忻州-原平市分公司）,忻州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（长治-襄垣县分公司）,长治,本科,中国联通,10000人以上,国企,面议
创新业务（晋城-高平市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
云网能力及资源运营（晋城-泽州县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护,临汾,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（运城-绛县分公司）,运城,本科,中国联通,10000人以上,国企,面议
创新业务（忻州-岢岚县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（大同-左云县分公司）,大同,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护,阳泉,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护,忻州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（晋城-高平市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
综合管理（晋中-左权县分公司）,晋中,本科,中国联通,10000人以上,国企,面议
云网能力及资源运营（晋城-阳城市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
创新业务（晋城-陵川县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（临汾-安泽县分公司）,临汾,本科,中国联通,10000人以上,国企,面议
创新业务（吕梁-方山县分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（忻州-原平市分公司）,忻州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（大同-浑源县分公司）,大同,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（晋城-沁水县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（忻州-岢岚县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
创新业务（忻州-神池县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
创新业务（大同-广灵县分公司）,大同,本科,中国联通,10000人以上,国企,面议
创新业务（太原-阳曲县分公司）,太原,本科,中国联通,10000人以上,国企,面议
解决方案（运城-新绛县分公司）,运城,本科,中国联通,10000人以上,国企,面议
创新业务（长治-黎城县分公司）,长治,本科,中国联通,10000人以上,国企,面议
云网能力及资源运营（晋城-泽州县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护,临汾,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（运城-绛县分公司）,运城,本科,中国联通,10000人以上,国企,面议
电力运维工程师,大同,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
创新业务（忻州-岢岚县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（大同-左云县分公司）,大同,本科,中国联通,10000人以上,国企,面议
数字化市场运营专员,太原,大专,山西圣殿网络科技有限公司,300-499人,民营,6千-8千
网络IT/DT运营及维护,阳泉,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护,忻州,本科,中国联通,10000人以上,国企,面议
财务经理,临汾,本科,山西中汇鑫德融资担保有限公司,300-499人,民营,6千-1.2万
直播运营,大同,大专,大同市平城区云中数谷职业培训学校,20-99人,民营,5千-1万
网络IT/DT运营及维护（晋城-高平市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
市场维护专员,太原,大专,郑州华硕医疗设备有限公司,100-299人,股份制企业,4千-6千
管理培训生（FinTech方向-业务类）,全国,学历不限,兴业银行,1000-9999人,股份制企业,面议
推广专员,太原,大专,交通银行信用卡中心,10000人以上,国企,6千-1.2万
综合管理（晋中-左权县分公司）,晋中,本科,中国联通,10000人以上,国企,面议
水资源论证工程师,太原,大专,北京中企安信环境科技有限公司山西分公司,,民营,4千-8千
云网能力及资源运营（晋城-阳城市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
创新业务（晋城-陵川县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
风电运维工程师,太原,中专/中技,山东信科电力科技有限公司,500-999人,民营,6千-1.2万
网络IT/DT运营及维护（临汾-安泽县分公司）,临汾,本科,中国联通,10000人以上,国企,面议
创新业务（吕梁-方山县分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
咨询顾问,太原,本科,无量科技股份有限公司,100-299人,股份制企业,5千-6千
网络IT/DT运营及维护（忻州-原平市分公司）,忻州,本科,中国联通,10000人以上,国企,面议
总经理助理（商务方向）,太原,本科,山西网才信息技术有限公司,20-99人,民营,4千-5千
储备干部,运城,大专,交通银行股份有限公司太平洋信用卡中心运城分中心,10000人以上,国企,8千-1.2万
运维工程师,吕梁,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
网络IT/DT运营及维护（大同-浑源县分公司）,大同,本科,中国联通,10000人以上,国企,面议
娱乐营销项目经理,太原,大专,太原艺凡文化有限公司,100-299人,民营,6千-1.2万
网络IT/DT运营及维护（晋城-沁水县分公司）,晋城,本科,中国联通,10000人以上,国企,面议
2023届投资管理岗,全国,硕士,中交四航局,1000-9999人,国企,8千-1万
解决方案工程师,鄂尔多斯,学历不限,远景能源有限公司,1000-9999人,民营,面议
产品运营管理与数据分析,巴彦淖尔,本科,中国联通,10000人以上,国企,面议
数据分析,呼和浩特,本科,中国移动在线营销,1000-9999人,国企,面议
生产技术员,包头,本科,新特能源股份有限公司,1000-9999人,上市公司,9千-1万
产品运营管理与数据分析,通辽,本科,中国联通,10000人以上,国企,面议
物流管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
毓秀生-管理达人,全国,硕士,越秀地产,10000人以上,国企,面议
运营管理(J10124),呼和浩特,本科,特来电,1000-9999人,股份制企业,面议
生产智能化管理岗,包头,硕士,新特能源股份有限公司,1000-9999人,上市公司,9千-1.6万
产品运营管理与数据分析,鄂尔多斯,本科,中国联通,10000人以上,国企,面议
毛猪采购管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
行业研究员,全国,硕士,兴银理财,500-999人,股份制企业,面议
职能类岗位,全国,本科,中建八局二公司,10000人以上,国企,8千-1.2万
财务管理岗位,全国,学历不限,中铁十局,10000人以上,国企,7千-9千
大数据分析建模与客户策略管理（旗县）,阿拉善盟,本科,中国联通,10000人以上,国企,面议
仓储管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
金融科技岗,全国,硕士,兴银理财,500-999人,股份制企业,面议
财务管理岗,全国,本科,绝味食品,1000-9999人,上市公司,面议
财务管理岗位,全国,本科,中铁十局,10000人以上,国企,7千-9千
财务会计助理,全国,本科,中国铁建,10000人以上,国企,6千-9千
市场营销管理,呼和浩特,本科,中国联通,10000人以上,国企,面议
毛猪采购管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
债券投资经理助理,全国,硕士,兴银理财,500-999人,股份制企业,面议
管理培训生（FinTech方向-业务类）,全国,学历不限,兴业银行,1000-9999人,股份制企业,面议
运营专员（无责任底薪+岗前培训+提供住宿）,包头,学历不限,路尚集团,1000-9999人,民营,3千-6千
产品数据分析,呼和浩特,本科,中国联通,10000人以上,国企,面议
仓储管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
多资产投资经理助理,全国,硕士,兴银理财,500-999人,股份制企业,面议
选择大于努力/链家房产销售/无经验月薪过万不是梦/在这个平台上3年内实现买房买车的愿望,全国,大专,链家房地产,10000人以上,民营,4千-8千
金融大数据分析师,呼和浩特,本科,北京蓝飞信息科技有限公司,20-99人,民营,8千-1.2万
应用统计/数学,呼和浩特,本科,北京蓝飞信息科技有限公司,20-99人,民营,7千-9千
金融大数据分析师,包头,本科,北京蓝飞信息科技有限公司,20-99人,民营,8千-1.2万
大数据分析师,呼和浩特,本科,北京鼎盛福祥科技有限公司,20-99人,民营,1万-1.5万
金融大数据分析师,呼和浩特,本科,北京鼎盛福祥科技有限公司,20-99人,民营,7千-1.2万
应用统计/数学,鄂尔多斯,本科,北京蓝飞信息科技有限公司,20-99人,民营,7千-9千
网络IT/DT运营及维护（忻州-岢岚县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
职能类岗位,全国,本科,中建八局二公司,10000人以上,国企,8千-1.2万
创新业务（忻州-神池县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
创新业务（大同-广灵县分公司）,大同,本科,中国联通,10000人以上,国企,面议
创新业务（太原-阳曲县分公司）,太原,本科,中国联通,10000人以上,国企,面议
解决方案（运城-新绛县分公司）,运城,本科,中国联通,10000人以上,国企,面议
2023届投资管理岗,全国,硕士,中交四航局,1000-9999人,国企,8千-1万
创新业务（长治-黎城县分公司）,长治,本科,中国联通,10000人以上,国企,面议
课程销售顾问,太原,大专,山西可瑞奇豪斯教育科技有限公司,100-299人,股份制企业,7千-1.2万
数字化支撑,忻州,本科,中国联通,10000人以上,国企,面议
售前技术支持/售前规划设计,太原,本科,福莱瑞达,100-299人,民营,4千-6千
阿里巴巴推广员6000（包住宿，资源广，氛围好）,太原,学历不限,山西慧尚科技有限公司,20-99人,民营,4千-8千
创新业务（大同-天镇县分公司）,大同,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（晋中-太谷区分公司）,晋中,本科,中国联通,10000人以上,国企,面议
创新业务（朔州-平鲁区分公司）,朔州,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护,太原,硕士,中国联通,10000人以上,国企,面议
综合管理（吕梁-中阳县分公司）,吕梁,本科,中国联通,10000人以上,国企,面议
财务会计助理,全国,本科,中国铁建,10000人以上,国企,6千-9千
绩效评价助理,太原,大专,山西信捷绩效管理咨询有限公司,20人以下,民营,3千-6千
云网能力及资源运营（晋城-高平市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
解决方案（忻州-代县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
运维工程师,大同,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
综合管理（晋中-榆社县分公司）,晋中,本科,中国联通,10000人以上,国企,面议
渠道销售经理-山西,太原,大专,江苏沁尔康环境电器有限公司,100-299人,民营,1万-2万
网络IT/DT运营及维护（长治-沁县分公司）,长治,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（临汾-隰县分公司）,临汾,本科,中国联通,10000人以上,国企,面议
房产销售专员/有无经验均可/8千~1.2,太原,学历不限,山西合诚房地产经纪有限公司,20-99人,民营,8千-1.5万
催收员,太原,学历不限,山西鸿飞律师事务所,20-99人,律师事务所,4千-8千
商品专员,太原,大专,山西中金黄金销售有限公司,100-299人,民营,3千-4千
购售电交易员,太原,大专,致诚伟业能源科技有限公司,100-299人,民营,4千-8千
云网能力及资源运营（临汾-侯马市分公司）,临汾,本科,中国联通,10000人以上,国企,面议
网络IT/DT运营及维护（临汾-侯马市分公司）,临汾,本科,中国联通,10000人以上,国企,面议
创新业务（太原-清徐县分公司）,太原,本科,中国联通,10000人以上,国企,面议
云网能力及资源运营（忻州-代县分公司）,忻州,本科,中国联通,10000人以上,国企,面议
机械维修/保养,运城,中专/中技,山东信科电力科技有限公司,500-999人,民营,6千-1.2万
零售业务专员（2023届管培生）,大同,本科,方太集团,10000人以上,民营,5千-8千
数字化支撑,大同,本科,中国联通,10000人以上,国企,面议
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
网络IT/DT运营及维护（晋中-榆社县分公司）,晋中,本科,中国联通,10000人以上,国企,面议
运维工程师,朔州,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
总经理,太原,大专,“互联网之光”博览会,,其它,面议
运维工程师,大同,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
咨询助理,呼和浩特,大专,“互联网之光”博览会,,其它,面议
大数据分析建模与客户策略管理,鄂尔多斯,本科,中国联通,10000人以上,国企,面议
物流管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
管理培训生（FinTech方向-科技类）,全国,硕士,兴业银行,1000-9999人,股份制企业,面议
营销管培生/底薪4000+绩效+提成/五险一金/带薪培训,全国,大专,链家房地产,10000人以上,民营,4千-8千
2023届投资管理岗,全国,硕士,中交四航局,1000-9999人,国企,8千-1万
解决方案工程师,鄂尔多斯,学历不限,远景能源有限公司,1000-9999人,民营,面议
产品运营管理与数据分析,巴彦淖尔,本科,中国联通,10000人以上,国企,面议
数据分析,呼和浩特,本科,中国移动在线营销,1000-9999人,国企,面议
生产技术员,包头,本科,新特能源股份有限公司,1000-9999人,上市公司,9千-1万
云网能力及资源运营（忻州-原平市分公司）,忻州,本科,中国联通,10000人以上,国企,面议
驻点销售代表,太原,大专,交通银行信用卡中心,10000人以上,国企,7千-1.4万
Power BI,鄂尔多斯,大专,“互联网之光”博览会,,其它,面议
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
产品运营管理与数据分析,通辽,本科,中国联通,10000人以上,国企,面议
物流管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
毓秀生-管理达人,全国,硕士,越秀地产,10000人以上,国企,面议
中台运营支撑及数据统计分析,乌兰察布,本科,中国联通,10000人以上,国企,面议
电商采购专员,赤峰,本科,拼多多,1000-9999人,民营,5千-6千
养老-内蒙古-招聘与员工关系岗（社招）,呼和浩特,本科,泰康养老保险股份有限公司内蒙古分公司,100-299人,股份制企业,4千-6千
运营管理(J10124),呼和浩特,本科,特来电,1000-9999人,股份制企业,面议
品控主管,巴彦淖尔,本科,内蒙古富川饲料科技股份有限公司,100-299人,股份制企业,6千-1万
网络IT/DT运营及维护（长治-襄垣县分公司）,长治,本科,中国联通,10000人以上,国企,面议
生产智能化管理岗,包头,硕士,新特能源股份有限公司,1000-9999人,上市公司,9千-1.6万
产品运营管理与数据分析,鄂尔多斯,本科,中国联通,10000人以上,国企,面议
毛猪采购管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
行业研究员,全国,硕士,兴银理财,500-999人,股份制企业,面议
创新业务（晋城-高平市分公司）,晋城,本科,中国联通,10000人以上,国企,面议
运维检修,太原,中专/中技,山东信科电力科技有限公司,500-999人,民营,6千-1.2万
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
大数据分析建模与客户策略管理,赤峰,本科,中国联通,10000人以上,国企,面议
职能类岗位,全国,本科,中建八局二公司,10000人以上,国企,8千-1.2万
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
财务管理岗位,全国,学历不限,中铁十局,10000人以上,国企,7千-9千
统计分析,呼和浩特,大专,运河区招兵买马软件开发中心,20人以下,民营,8千-1.2万
养老-内蒙古-核赔岗（社招）,呼和浩特,本科,泰康养老保险股份有限公司内蒙古分公司,100-299人,股份制企业,4千-6千
数据统计分析,包头,本科,机侠客电子科技(深圳)有限责任公司,20-99人,民营,8千-1.2万
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
大数据分析建模与客户策略管理（旗县）,阿拉善盟,本科,中国联通,10000人以上,国企,面议
仓储管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
金融科技岗,全国,硕士,兴银理财,500-999人,股份制企业,面议
政府统计分析员,呼和浩特,本科,博和利统计大数据(天津)集团有限公司,100-299人,民营,4千-6千
智慧客服运营,阿拉善盟,本科,中国联通,10000人以上,国企,面议
财务管理岗,全国,本科,绝味食品,1000-9999人,上市公司,面议
对俄贸易-汽车配件方向,呼伦贝尔,本科,满洲里市成明贸易有限责任公司,20-99人,民营,2千-4千
数据统计分析,包头,本科,机侠客电子科技(深圳)有限责任公司,20-99人,民营,8千-1.2万
F驻点推广专员加六险一金,太原,大专,交通银行股份有限公司太平洋信用卡中心太原分中心,100-299人,国企,6千-1.2万
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
财务管理岗位,全国,本科,中铁十局,10000人以上,国企,7千-9千
数据统计,呼和浩特,大专,五步法信息科技(河北)有限公司,20人以下,民营,7千-8千
液奶物流管理部呼市储运部数据分析专员（物流）,呼和浩特,本科,伊利,10000人以上,股份制企业,4千-6千
人事专员,呼和浩特,学历不限,内蒙古天时文化传媒有限公司,500-999人,民营,5千-6千
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
政府统计专员,呼和浩特,本科,博和利统计大数据(天津)集团有限公司,100-299人,民营,4千-6千
大数据分析建模与客户策略管理,阿拉善盟,本科,中国联通,10000人以上,国企,面议
奶牛料销售,呼和浩特,大专,正大集团,10000人以上,外商独资,1万-1.5万
业务经理,呼和浩特,本科,北京三快在线科技有限公司呼和浩特分公司,10000人以上,,7千-9千
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
商业数据分析,呼伦贝尔,本科,北京中洛科技有限责任公司,20-99人,股份制企业,8千-1.2万
大数据分析建模与客户策略管理（旗县）,鄂尔多斯,本科,中国联通,10000人以上,国企,面议
数据分析,呼和浩特,本科,内蒙古第五维信息技术有限公司,20-99人,股份制企业,3千-6千
财务会计助理,全国,本科,中国铁建,10000人以上,国企,6千-9千
市场营销管理,呼和浩特,本科,中国联通,10000人以上,国企,面议
毛猪采购管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
供应链专员,赤峰,本科,北京中冶沃德机电设备有限公司,20-99人,民营,6千-9千
债券投资经理助理,全国,硕士,兴银理财,500-999人,股份制企业,面议
数据处理工程师,呼和浩特,大专,河北洋鸿环保科技有限公司,100-299人,民营,6千-9千
电商专员,呼和浩特,大专,内蒙古田牧乳业有限公司,100-299人,其它,3千-4千
2023届校招——新零售管培生【#AITO问界M5&M7 方向】,呼和浩特,本科,华为技术有限公司,10000人以上,民营,面议
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
商业数据分析,呼伦贝尔,本科,深圳市轩明管理咨询有限公司,20人以下,,8千-1.2万
IVD销售经理（内蒙古）,呼和浩特,大专,普迈德(北京)科技有限公司,300-499人,民营,1万-2万
酸奶金山工厂质量技术部检验班长（在线）,呼和浩特,大专,伊利,10000人以上,股份制企业,4千-6千
大数据分析师助理,包头,本科,北京中洛科技有限责任公司,20-99人,股份制企业,9千-1.2万
系统运维（应用方向）,呼和浩特,本科,伊利,10000人以上,股份制企业,6千-9千
管理培训生（FinTech方向-业务类）,全国,学历不限,兴业银行,1000-9999人,股份制企业,面议
运营专员（无责任底薪+岗前培训+提供住宿）,包头,学历不限,路尚集团,1000-9999人,民营,3千-6千
产品数据分析,呼和浩特,本科,中国联通,10000人以上,国企,面议
京东物流JDS人力资源管培生,呼和浩特,本科,京东集团,10000人以上,合资,1万-1.2万
财务营销BP,呼和浩特,本科,金宇生物技术股份,500-999人,上市公司,6千-7千
初级医学检验师,包头,大专,石家庄冰缘医学检验实验室有限公司,20-99人,民营,6千-1万
仓储管理岗,通辽,本科,牧原股份,10000人以上,上市公司,面议
商业数据分析,呼和浩特,本科,北京中洛科技有限责任公司,20-99人,股份制企业,8千-1.2万
行政专员,呼和浩特,大专,河北洋鸿环保科技有限公司,100-299人,民营,6千-8千
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
环保工程师,赤峰,本科,赤峰安环技术咨询有限公司,20-99人,民营,3千-6千
现场测试工程师,鄂尔多斯,大专,国信蓝桥信息技术(北京)有限公司,20-99人,民营,5千-1万
伊利总部2023年校招-人力资源储备学生,呼和浩特,本科,伊利,10000人以上,股份制企业,5千-6千
liunx运维工程师,呼伦贝尔,大专,国信蓝桥信息技术(北京)有限公司,20-99人,民营,6千-1万
多资产投资经理助理,全国,硕士,兴银理财,500-999人,股份制企业,面议
选择大于努力/链家房产销售/无经验月薪过万不是梦/在这个平台上3年内实现买房买车的愿望,全国,大专,链家房地产,10000人以上,民营,4千-8千
风电运维工程师,呼和浩特,中专/中技,山东信科电力科技有限公司,500-999人,民营,6千-1.2万
采购专员,赤峰,本科,内蒙古优然牧业有限责任公司,1000-9999人,上市公司,4千-6千
8k直播中控,呼和浩特,大专,晴盛贸易(深圳)有限公司,20人以下,,6千-8千
生产计划调度员,包头,学历不限,北京麦戈龙科技有限公司,100-299人,民营,4千-6千
2023校园招聘信息技术类职位,呼和浩特,本科,内蒙古中环晶体材料有限公司,1000-9999人,其它,6千-1.2万
电销主管,赤峰,大专,北京创联国培云科技有限公司,300-499人,上市公司,7千-1万
风电运维工程师+六险一金+包吃包住,赤峰,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
2023校园招聘生产管理类职位,呼和浩特,本科,内蒙古中环晶体材料有限公司,1000-9999人,其它,6千-1.2万
数据统计分析,呼和浩特,本科,机侠客电子科技(深圳)有限责任公司,20-99人,民营,8千-1.2万
养老-内蒙古-职域业务支持岗（社招）,呼和浩特,本科,泰康养老保险股份有限公司内蒙古分公司,100-299人,股份制企业,4千-6千
管培生（设计公司）,鄂尔多斯,本科,巴音孟克投资集团有限公司,500-999人,股份制企业,4千-6千
检测数据工程师,包头,本科,内蒙古杉杉科技有限公司,500-999人,股份制企业,5千-6千
伊利2023年校招-销售培训生（液态奶）,赤峰,本科,伊利,10000人以上,股份制企业,7千-1.2万
统计员,包头,大专,内蒙古中环协力矿业有限公司,500-999人,民营,4千-6千
大数据分析师助理,赤峰,本科,深圳市轩明管理咨询有限公司,20人以下,,7千-9千
数据分析师,呼和浩特,本科,内蒙古贝瀛信息科技有限公司,10000人以上,民营,5千-7千
数据录入,赤峰,本科,北京神矢数据科技有限公司,100-299人,民营,7千-9千
2022届/2023届实习生,呼和浩特,大专,赛科星集团公司,1000-9999人,上市公司,4千-6千
采购专员,包头,本科,北京麦戈龙科技有限公司,100-299人,民营,4千-5千
薪酬福利主管,鄂尔多斯,本科,内蒙古圣钒科技新能源有限责任公司,300-499人,民营,6千-1万
统计员,鄂尔多斯,大专,内蒙古中环协力矿业有限公司,500-999人,民营,4千-6千
数据分析师,赤峰,本科,博和利统计大数据(天津)集团有限公司,100-299人,民营,5千-8千
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
物业客服管家,包头,学历不限,愿景和家,1000-9999人,民营,3千-4千
锅炉工,包头,高中,浙江瀚普智慧科技有限公司,100-299人,民营,4千-7千
运维工程师,赤峰,大专,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
产品助理,呼和浩特,大专,内蒙古物链易通科技股份有限公司,20-99人,股份制企业,4千-6千
DHI品控员,呼和浩特,大专,现代牧业,1000-9999人,上市公司,4千-5千
2023届销售管培生（店长方向-呼和浩特）,呼和浩特,大专,九牧王,1000-9999人,上市公司,5千-7千
商业数据分析,呼和浩特,本科,深圳市轩明管理咨询有限公司,20人以下,,8千-1.2万
财务管理岗位,全国,学历不限,中铁十局,10000人以上,国企,7千-9千
质量助理工程师--2023届校园秋招,乌兰察布,本科,远景能源,500-999人,民营,7千-9千
普工,包头,中专/中技,山东信科电力科技有限公司,500-999人,民营,6千-1.2万
直播运营,呼和浩特,大专,呼和浩特市含元文化传媒有限公司,20-99人,民营,4千-6千
生基集团-IVD销售业务员(J13001),赤峰,大专,威高集团,10000人以上,民营,4千-6千
招商管理管培生（2022/2023届本科及以上）,呼和浩特,本科,内蒙古维多利商业(集团)有限公司,10000人以上,民营,3千-5千
8k直播中控,呼和浩特,大专,深圳市亿生新信息科技有限公司,20人以下,民营,6千-8千
渠道经理（五险一金）,呼和浩特,本科,内蒙古贝瀛信息科技有限公司,10000人以上,民营,5千-8千
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
华为新能源汽车体验顾问,包头,大专,内蒙古泰和通讯有限责任公司,20-99人,,8千-1.4万
10086呼入客服代表,呼和浩特,本科,中国移动通信有限公司在线营销服务中心,10000人以上,国企,面议
数据统计分析,鄂尔多斯,本科,北京神矢数据科技有限公司,100-299人,民营,7千-9千
中台运营支撑及数据统计分析,鄂尔多斯,本科,中国联通,10000人以上,国企,面议
商业数据分析,包头,本科,北京中洛科技有限责任公司,20-99人,股份制企业,8千-1.2万
人力资源专员,包头,本科,内蒙古鑫众赋资产管理有限公司,500-999人,民营,3千-4千
销售代表（无责3000+住宿+奖金）,呼和浩特,大专,内蒙古恩烁电子科技有限公司,20-99人,民营,7千-1万
总裁助理,香港,本科,亚太鲲鹏融资租赁(深圳)有限公司,20-99人,外商独资,1.5万-2万
测绘工程师,全国,本科,中国铁建,10000人以上,国企,面议
软件开发程序员,呼和浩特,大专,内蒙古信凡网络科技有限责任公司,20-99人,,5千-8千
业务职员,赤峰,本科,青岛啤酒,10000人以上,国企,4千-6千
数据分析专员,呼和浩特,大专,上海妍考教育科技有限公司,20-99人,,8千-1万
统计员,巴彦淖尔,本科,内蒙古辉隆贸易有限责任公司,100-299人,民营,4千-6千
运维工程师,呼伦贝尔,中专/中技,乐风(山东)电力科技有限公司,500-999人,其它,6千-1.2万
