http,https
http://198.49.68.80:80,https://198.49.68.80:80
http://3.221.105.1:80,https://3.221.105.1:80
http://172.104.80.136:80,https://172.104.80.136:80
http://118.238.12.55:80,https://118.238.12.55:80
http://154.64.117.242:80,https://154.64.117.242:80
http://154.64.118.39:80,https://154.64.118.39:80
http://112.80.248.73:80,https://112.80.248.73:80
http://47.112.167.85:80,https://47.112.167.85:80
http://203.78.146.70:80,https://203.78.146.70:80
