rank,title,detail_url,img_url,rating_num,comment_num,quote
148,血战钢锯岭,https://movie.douban.com/subject/26325320/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,8.7,709684人评价,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
149,头号玩家,https://movie.douban.com/subject/4920389/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,8.7,1224857人评价,写给影迷，动漫迷和游戏迷的一封情书。
150,我是山姆,https://movie.douban.com/subject/1306861/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,9.0,291692人评价,爱并不需要智商 。
151,哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg,8.7,551204人评价,
152,七武士,https://movie.douban.com/subject/1295399/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,9.3,172633人评价,时代悲歌。
153,新世界,https://movie.douban.com/subject/10437779/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,8.9,345466人评价,要做就做得狠一点，这样才能活下去。
154,喜宴,https://movie.douban.com/subject/1303037/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,8.9,308642人评价,中国家庭的喜怒哀乐忍。
155,模仿游戏,https://movie.douban.com/subject/10463953/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,8.7,559621人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
156,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,8.8,402450人评价,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
157,电锯惊魂,https://movie.douban.com/subject/1417598/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,8.7,468633人评价,真相就在眼前。
158,花样年华,https://movie.douban.com/subject/1291557/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,8.7,524067人评价,偷情本没有这样美。
159,三块广告牌,https://movie.douban.com/subject/26611804/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,8.7,739792人评价,怼天怼地，你走后，她与世界为敌。
160,卢旺达饭店,https://movie.douban.com/subject/1291822/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,8.9,288355人评价,当这个世界闭上双眼，他却敞开了怀抱。
161,头脑特工队,https://movie.douban.com/subject/10533913/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,8.8,535437人评价,愿我们都不用长大，每一座城堡都能永远存在。
162,你的名字。,https://movie.douban.com/subject/26683290/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,8.5,1238227人评价,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
163,疯狂原始人,https://movie.douban.com/subject/1907966/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,8.7,761762人评价,老少皆宜，这就是好莱坞动画的魅力。
164,上帝之城,https://movie.douban.com/subject/1292208/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,9.0,273417人评价,被上帝抛弃了的上帝之城。
165,达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,8.8,403662人评价,Jared Leto的腿比女人还美！
166,谍影重重3,https://movie.douban.com/subject/1578507/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,8.8,377556人评价,像吃了苏打饼一样干脆的电影。
167,风之谷,https://movie.douban.com/subject/1291585/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,8.9,324957人评价,动画片的圣经。
168,英雄本色,https://movie.douban.com/subject/1297574/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,8.6,470310人评价,英雄泪短，兄弟情长。 
169,心迷宫,https://movie.douban.com/subject/25917973/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,8.7,453174人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
170,纵横四海,https://movie.douban.com/subject/1295409/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,8.8,370879人评价,香港浪漫主义警匪动作片的巅峰之作。
171,惊魂记,https://movie.douban.com/subject/1293181/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,9.0,241026人评价,故事的反转与反转，分裂电影的始祖。
172,岁月神偷,https://movie.douban.com/subject/3792799/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,8.7,531772人评价,岁月流逝，来日可追。
173,九品芝麻官,https://movie.douban.com/subject/1297518/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,8.6,571110人评价,
174,记忆碎片,https://movie.douban.com/subject/1304447/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,8.7,545595人评价,一个针管引发的血案。
175,海街日记,https://movie.douban.com/subject/25895901/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,8.8,387681人评价,是枝裕和的家庭习作。
176,忠犬八公物语,https://movie.douban.com/subject/1959195/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg,9.2,171527人评价,养狗三日，便会对你终其一生。
177,荒蛮故事,https://movie.douban.com/subject/24750126/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,8.8,392124人评价,始于荒诞，止于更荒诞。
178,绿里奇迹,https://movie.douban.com/subject/1300374/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,8.9,281006人评价,天使暂时离开。
179,爆裂鼓手,https://movie.douban.com/subject/25773932/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2220776342.jpg,8.7,511120人评价,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
180,爱在午夜降临前,https://movie.douban.com/subject/10808442/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,8.8,334828人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
181,贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,8.6,677899人评价,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
182,真爱至上,https://movie.douban.com/subject/1292401/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,8.6,658813人评价,爱，是个动词。
183,小偷家族,https://movie.douban.com/subject/27622447/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,8.7,740060人评价,我们组成了家。
184,东邪西毒,https://movie.douban.com/subject/1292328/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg,8.6,522692人评价,电影诗。
185,无敌破坏王,https://movie.douban.com/subject/6534248/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,8.7,476270人评价,迪士尼和皮克斯拿错剧本的产物。
186,疯狂的石头,https://movie.douban.com/subject/1862151/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,8.5,725558人评价,中国版《两杆大烟枪》。
187,色，戒,https://movie.douban.com/subject/1828115/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,8.6,655148人评价,假戏真情，爱欲深海
188,冰川时代,https://movie.douban.com/subject/1291578/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,8.6,552162人评价,松鼠才是角儿。
189,黑天鹅,https://movie.douban.com/subject/1978709/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg,8.6,724060人评价,黑暗之美。
190,你看起来好像很好吃,https://movie.douban.com/subject/4848115/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,8.9,298770人评价,感情不分食草或者食肉。
191,恐怖游轮,https://movie.douban.com/subject/3011051/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,8.5,738471人评价,不要企图在重复中寻找已经失去的爱。
192,雨中曲,https://movie.douban.com/subject/1293460/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,9.1,189834人评价,骨灰级歌舞片。
193,雨人,https://movie.douban.com/subject/1291870/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg,8.7,365397人评价,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
194,恋恋笔记本,https://movie.douban.com/subject/1309163/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,8.6,593389人评价,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
195,2001太空漫游,https://movie.douban.com/subject/1292226/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,8.9,273371人评价,现代科幻电影的开山之作，最伟大导演的最伟大影片。
196,魔女宅急便,https://movie.douban.com/subject/1307811/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,8.7,407446人评价,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
197,萤火虫之墓,https://movie.douban.com/subject/1293318/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,8.7,373827人评价,幸福是生生不息，却难以触及的远。 
198,城市之光,https://movie.douban.com/subject/1293908/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,9.3,124897人评价,永远的小人物，伟大的卓别林。
199,可可西里,https://movie.douban.com/subject/1308857/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,8.8,267036人评价,坚硬的信仰。
200,遗愿清单,https://movie.douban.com/subject/1867345/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg,8.7,381050人评价,用剩余不多的时间，去燃烧整个生命。
201,虎口脱险,https://movie.douban.com/subject/1296909/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,8.9,222203人评价,永远看不腻的喜剧。
202,大佛普拉斯,https://movie.douban.com/subject/27059130/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,8.7,384408人评价,人们可以登上月球，却永远无法探索人们内心的宇宙。
203,人工智能,https://movie.douban.com/subject/1302827/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,8.7,394731人评价,对爱的执着，可以超越一切。
204,初恋这件小事,https://movie.douban.com/subject/4739952/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,8.4,902834人评价,黑小鸭速效美白记。
205,牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,8.9,244984人评价,弱者送给弱者的一刀。
206,源代码,https://movie.douban.com/subject/3075287/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,8.5,751267人评价,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
207,无间道2,https://movie.douban.com/subject/1307106/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,8.7,397916人评价,
208,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,8.6,441735人评价,我们都有权利不与自己的过去和解。
209,茶馆,https://movie.douban.com/subject/1461403/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg,9.5,94024人评价,
210,罗生门,https://movie.douban.com/subject/1291879/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,8.8,276969人评价,人生的N种可能性。
211,终结者2：审判日,https://movie.douban.com/subject/1291844/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,8.8,307343人评价,少见的超越首部的续集，动作片中的经典。
212,东京教父,https://movie.douban.com/subject/1310177/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg,9.0,178912人评价,
213,二十二,https://movie.douban.com/subject/26430107/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,8.7,268887人评价,有一些东西不应该被遗忘。
214,奇迹男孩,https://movie.douban.com/subject/26787574/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,8.6,505458人评价,世界不完美，爱会有奇迹。
215,青蛇,https://movie.douban.com/subject/1303394/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,8.6,464754人评价,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
216,背靠背，脸对脸,https://movie.douban.com/subject/1307856/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg,9.5,96921人评价,
217,房间,https://movie.douban.com/subject/25724855/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,8.8,340396人评价,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
218,新龙门客栈,https://movie.douban.com/subject/1292287/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,8.6,394431人评价,嬉笑怒骂，调风动月。
219,疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,8.6,468433人评价,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
220,波西米亚狂想曲,https://movie.douban.com/subject/5300054/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,8.6,528325人评价,
221,小丑,https://movie.douban.com/subject/27119724/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg,8.7,893709人评价,
222,无耻混蛋,https://movie.douban.com/subject/1438652/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,8.6,423477人评价,昆汀同学越来越变态了，比北野武还杜琪峰。
223,魂断蓝桥,https://movie.douban.com/subject/1293964/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,8.8,247664人评价,中国式内在的美国电影。
224,血钻,https://movie.douban.com/subject/1428175/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,8.7,334186人评价,每个美丽事物背后都是滴血的现实。
225,步履不停,https://movie.douban.com/subject/2222996/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,8.8,244514人评价,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
226,黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,8.7,363998人评价,一个精彩的世界观正在缓缓建立。
227,千钧一发,https://movie.douban.com/subject/1300117/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,8.8,250090人评价,一部能引人思考的科幻励志片。
228,彗星来的那一夜,https://movie.douban.com/subject/25807345/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,8.5,489989人评价,小成本大魅力。
229,战争之王,https://movie.douban.com/subject/1419936/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,8.7,322808人评价,做一颗让别人需要你的棋子。
230,崖上的波妞,https://movie.douban.com/subject/1959877/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,8.6,420516人评价,
231,燃情岁月,https://movie.douban.com/subject/1295865/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,8.8,259253人评价,传奇，不是每个人都可以拥有。
232,谍影重重2,https://movie.douban.com/subject/1308767/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,8.7,316667人评价,谁说王家卫镜头很晃？
233,爱乐之城,https://movie.douban.com/subject/25934014/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg,8.4,764685人评价,
234,海洋,https://movie.douban.com/subject/3443389/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg,9.1,146908人评价,大海啊，不全是水。
235,阿飞正传,https://movie.douban.com/subject/1305690/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,8.5,449132人评价,王家卫是一种风格，张国荣是一个代表。
236,谍影重重,https://movie.douban.com/subject/1304102/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,8.6,380166人评价,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
237,穿越时空的少女,https://movie.douban.com/subject/1937946/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,8.6,346608人评价,爱上未来的你。 
238,再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,8.6,383199人评价,爱我就给我看你的播放列表。
239,香水,https://movie.douban.com/subject/1760622/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,8.5,497106人评价,一个单凭体香达到高潮的男人。
240,地球上的星星,https://movie.douban.com/subject/2363506/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2197897857.jpg,8.9,185271人评价,天使保护事件始末。
241,我爱你,https://movie.douban.com/subject/5908478/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,9.1,148430人评价,你要相信，这世上真的有爱存在，不管在什么年纪 
242,朗读者,https://movie.douban.com/subject/2213597/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,8.6,418784人评价,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
243,完美陌生人,https://movie.douban.com/subject/26614893/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,8.5,480964人评价,来啊，互相伤害啊！
244,火星救援,https://movie.douban.com/subject/25864085/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2280097442.jpg,8.5,632288人评价,
245,末路狂花,https://movie.douban.com/subject/1291992/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,8.8,202330人评价,没有了退路，只好飞向自由。
246,千年女优,https://movie.douban.com/subject/1307394/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,8.8,217219人评价,爱情是一场没有尽头的虚幻追逐。
247,聚焦,https://movie.douban.com/subject/25954475/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,8.8,249234人评价,新闻人的理性求真。
248,驴得水,https://movie.douban.com/subject/25921812/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,8.3,831730人评价,过去的如果就让它过去了，未来只会越来越糟！
249,小萝莉的猴神大叔,https://movie.douban.com/subject/26393561/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,8.4,444595人评价,宝莱坞的萝莉与大叔。
250,浪潮,https://movie.douban.com/subject/2297265/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,8.7,245384人评价,世界离独裁只有五天。
