宝玉,597
凤姐,296
一个,179
如今,132
黛玉,113
一面,112
贾母,105
众人,104
说道,99
王夫人,99
只见,91
不知,90
两个,87
雨村,86
太太,80
周瑞家,80
贾珍,79
秦钟,78
老爷,75
贾政,75
起来,73
奶奶,72
二人,71
袭人,68
今日,64
听见,63
不敢,62
不能,60
东西,60
刘老,59
只得,58
心中,56
回来,55
几个,54
原来,54
进来,54
丫鬟,54
媳妇,51
老太太,50
贾蓉,49
出去,49
妹妹,47
秦氏,47
一时,45
尤氏,45
银子,43
姐姐,42
起身,41
答应,41
回去,40
