jobName,position,company_name,company_size,company_type,salary
IT咨询顾问-数据分析方向,上海,汉得信息,10000人以上 ,上市公司 ,6千-1万
中高级数据分析-非外包-朝九晚五,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
数据分析方向管培生(Q6880),上海-长宁,上海贝泰妮生物科技有限公司,1000-9999人 ,合资 ,9千-1万
外企医药公司市场部数据分析助理,上海-浦东,外企德科,1000-9999人 ,合资 ,7千-1万
知名日企市场数据分析员-英语4964,上海-长宁,上海霓索人力资源服务有限公司,20人以下 ,合资 ,1.7万-1.8万
数据分析实习生,上海-静安,德确企业管理咨询(上海)有限公司,20-99人 ,外商独资 ,3千-5千
中高级数据分析-非外包-朝九晚五,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
数据分析实习生,上海,好人生(上海)健康科技有限公司,20-99人 ,民营 ,150-200/天
数据分析（外派光大证券交易指标）,上海-静安,上海启明软件股份有限公司,300-499人 ,股份制企业 ,1.5万-1.9万
营运助理/数据分析/薪资8k起,上海-闵行,上海链家地产,10000人以上 ,民营 ,8千-1.5万
数据分析（BA）,上海-浦东,上汽通用汽车金融,500-999人 ,合资 ,1.5万-2万
中高级数据分析-非外包-朝九晚五,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
销售数据分析,上海,上海通泽广告有限公司,100-299人 ,民营 ,6千-8千
交通安全数据分析工程师,上海,上海机动车检测认证技术研究中心有限公司,500-999人 ,国企 ,2万-3万
数据分析高级工程师(J10250),上海-闵行,锦湖日丽,500-999人 ,合资 ,1.2万-1.8万
大数据分析(AI)工程师,上海,上海精密计量测试研究所,300-499人 ,事业单位 ,1.5万-2万
中高级数据分析-非外包-朝九晚五,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
数据分析实习生（上海）,上海-长宁,上海华讯网络系统有限公司,1000-9999人 ,国企 ,3千-4千
瑞典汽车品牌—经销商运营（数据分析）,上海-虹口,上海中智项目外包咨询服务有限公司,1000-9999人 ,国企 ,1.2万-1.8万
销售数据分析,上海-闵行,旺旺集团,10000人以上 ,上市公司 ,6千-9千
分析助理研究员（数据复核）,上海,上海博悦生物科技有限公司,20-99人 ,民营 ,6千-9千
数据分析（银行、早九晚五）,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,2万-3万
市场经理-叉车-嘉定（销售、商业数据分析）,上海-嘉定,宏信建发,1000-9999人 ,合资 ,1.5万-2万
数据分析+线上运营+管理方向+二手房买卖,上海-闵行,上海链家地产,10000人以上 ,民营 ,8千-1.6万
数字化数据分析专员G01831,上海-黄浦,东浩人力资源,100-299人 ,国企 ,1.5万-2万
数据分析实习生（可远程）,上海-嘉定,苏州准雀教育咨询有限公司,1000-9999人 ,民营 ,400-500/天
数据分析,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
数据分析专员,上海-普陀,广州市创盟传媒科技有限公司,20-99人 ,民营 ,7千-1万
数据分析（销售支持）,上海,旺旺集团,10000人以上 ,上市公司 ,6千-1万
数据分析,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
数据分析专员,上海-黄浦,江西岩石圈科技有限公司, , ,9千-1.6万
销售数据分析,上海-浦东,中国大地财产保险股份有限公司,10000人以上 ,国企 ,7千-1.4万
数据分析,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
上海-测试数据分析技术员,上海-徐汇,柯莱特科技有限责任公司,1000-9999人 ,民营 ,8千-9千
数据分析专员(J12590),上海-浦东,浙江天正电气股份有限公司,1000-9999人 ,民营 ,8千-1万
数据分析,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.4万-1.8万
数据分析（应届生&在校生）,上海-长宁,上海初橙企业管理有限公司,20-99人 ,民营 ,1.5万-1.8万
SFE（数据分析/数据运营）,上海-静安,科锐尔人力资源服务(苏州)有限公司,1000-9999人 ,上市公司 ,1.1万-1.7万
产品数据分析,上海-浦东,国汾(河南)酒业有限公司,100-299人 ,民营 ,1万-1.6万
销售数据分析,上海-青浦,安庆三易商务咨询有限公司,20-99人 ,其它 ,1万-1.8万
数据分析专员,上海-徐汇,科锐国际,1000-9999人 ,合资 ,7千-1万
经销商数据分析,上海-静安,多特瑞(上海)商贸有限公司,300-499人 ,外商独资 ,1.1万-1.8万
市场支持（数据分析）- 派遣,上海-浦东,阿特拉斯.科普柯（上海）贸易有限公司,1000-9999人 ,外商独资 ,6千-1万
Data Analysis数据分析专员,上海-闵行,壬鼎实业(上海)有限公司,300-499人 ,合资 ,8千-1万
500强外企--商业数据分析,上海-浦东,科锐国际,1000-9999人 ,合资 ,8千-1万
销售数据分析（应届生）,上海,旺旺集团,10000人以上 ,上市公司 ,8千-1万
业务数据分析专员,上海,科定(上海)商贸有限公司,500-999人 ,外商独资 ,8千-1万
营销数据分析,上海-浦东,申朴信息,500-999人 ,民营 ,1.8万-2万
数据分析（客服中心）,上海-杨浦,上海识装信息科技有限公司,1000-9999人 ,民营 ,1.5万-2万
数据分析工程师实习生,上海-徐汇,中国四达国际经济技术合作公司上海分公司,100-299人 ,国企 ,100-150/天
电商运营 (数据分析),上海-长宁,上海丸优贸易有限公司,20-99人 ,合资 ,8千-1.2万
数据分析工程师,上海-浦东,上海交银信息数据有限公司,1000-9999人 ,国企 ,1万-2万
数据分析实习生,上海-徐汇,上海朵安诺电子商务有限公司,20-99人 ,民营 ,150-200/天
数据分析（正编、早九晚五、不加班）,上海-浦东,深圳南区人瑞人力资源服务有限公司,10000人以上 ,上市公司 ,1.5万-2万
数据支持（数据分析）,上海-长宁,科锐国际,1000-9999人 ,合资 ,5千-6千
