job_name,position,diploma,company_name,company_size,company_type,salary
网点测评员,上海,大专,韵达快递,10000人以上,上市公司,5千-7千
Marketing SpecialistG02923,上海,本科,东浩人力资源,100-299人,国企,8千-9千
客服专员,上海,大专,上海来霆科技有限公司,20-99人,民营,5千-9千
市场营销,上海,本科,北京钱袋宝支付技术有限公司上海分公司,10000人以上,上市公司,1万-1.3万
KOL媒介（校招）,上海,本科,钰真(上海)信息技术有限公司,500-999人,民营,8千-1.1万
李宁1990 款式设计师2649,上海,本科,李宁（中国）体育用品有限公司,1000-9999人,股份制企业,面议
储备干部/应届生亦可,上海,本科,上海复漫网络科技有限公司,100-299人,民营,6千-8千
日语翻译助理,上海,本科,上海奈金商务咨询有限公司,100-299人,民营,8千-1.1万
人事专员,上海,本科,上海久雅信息,100-299人,民营,6千-8千
网站运营/互联网企业/O2O运营/线上获客/线下变现,上海,本科,上海链家地产,10000人以上,民营,8千-1.4万
HR实习生,上海,本科,苏州雅斯妮网络科技有限公司,100-299人,民营,2千-3千
电商运营,上海,学历不限,上海徽骆驼农业发展集团有限公司,20-99人,,1万-2万
人事前台+免费住宿+五险一金,上海,学历不限,上海绿阳贸易有限公司,10000人以上,股份制企业,6千-1.2万
品保助理,上海,学历不限,麒翔超本革汽车内饰(上海)有限公司,20-99人,外商独资,3千-6千
世界500强，直招管培生8000底薪,上海,本科,上海链家地产,10000人以上,民营,8千-1.3万
市场应用专员,上海,硕士,上海艾瑞德生物科技有限公司,100-299人,合资,1.5万-2万
招聘专员,上海,本科,叮咚买菜,10000人以上,上市公司,8千-1.2万
生产管理/助理,上海,学历不限,上海惟常电子科技有限公司,100-299人,民营,9千-1.2万
物业管家 保底7K 安排住宿 交社保,上海,大专,上海太屋网络科技有限公司,1000-9999人,民营,1.6万-1.8万
招聘推广专员/月薪过万,上海,本科,丽兹行,1000-9999人,民营,8千-1万
产品工程师（低压电气）(J12470),上海,本科,德力西电气有限公司,10000人以上,合资,1万-1.2万
天猫店长,上海,学历不限,上海涛赁实业有限公司,20-99人,民营,1万-1.5万
绩效管理,上海,大专,山东天泽软控技术有限公司,100-299人,民营,7千-1.4万
包住房产销售助理/无需经验,上海,大专,上海瑞稼房地产经纪有限公司,100-299人,民营,6千-1.1万
招标专员/助理,上海,本科,北京先瑞达,500-999人,上市公司,7千-1万
人事实习生（行政班+双休）接受在校生，实习生,上海,本科,正德人力资源股份有限公司,10000人以上,民营,2千-3千
淘宝天猫运营/12-24K,上海,学历不限,海链信息科技,20-99人,民营,1万-1.5万
广告优化师（Google方向）,上海,本科,钰真(上海)信息技术有限公司,500-999人,民营,8千-1.1万
管培生房地产-提供住宿方案-数据分析运营-8K起,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
BD商务拓展,上海,大专,瓜子汽车服务(天津)有限公司,10000人以上,民营,8千-1.6万
互联网运营专员,上海,本科,仲利国际租赁,1000-9999人,外商独资,8千-1.1万
电商运营,上海,大专,上海幸友实业有限公司,20人以下,合资,8千-1.6万
采购助理,上海,大专,益彩时尚贸易(深圳)有限公司,100-299人,外商独资,5千-8千
线上课程销售【6线一金 住宿补贴 餐补交补】,上海,大专,上海良林企业管理有限公司,300-499人,股份制企业,1.2万-1.5万
宏观研究助理,上海,本科,欣和企业,1000-9999人,外商独资,7千-1万
公务员福利 编制工 客服文员,上海,大专,武汉易盛学信息科技有限公司,20-99人,民营,7千-1.4万
助理经理（企业服务部）,上海,本科,戴德梁行,1000-9999人,外商独资,1万-1.5万
电商运营,上海,本科,上海齐悦国际贸易有限公司,20-99人,民营,8千-1.2万
市场专员/主管,上海,本科,上海高顿教育科技有限公司,1000-9999人,民营,8千-1.2万
实习月薪8K起+置业数据分析+住宿方案+上市企业闵行,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
房产业务储备经理/ 管培生/ 应届生市场营销专业优先,上海,大专,上海百廷房地产经纪有限公司第三分公司,300-499人,民营,1万-1.5万
置业顾问、房产经纪人、资产销售、出国机会、旅游,上海,本科,德佑房地产经纪有限公司第一百六十五分公司,10000人以上,民营,8千-1.6万
上海分公司市场部销售管理岗,上海,大专,都邦保险,1000-9999人,股份制企业,4千-5千
行政专员/助理,上海,大专,中国人寿保险股份有限公司上海市分公司黄浦北京西路营销服务部,10000人以上,国企,8千-1.2万
资产配置顾问！500强，美港双上市！上海顶尖学区豪宅千万门店！欢迎应届生，带薪培训5周，五险一金住宿就近，无责底薪8k,上海,本科,上海链家地产,10000人以上,民营,1万-2万
人资实习生（京东物流）,上海,本科,京东集团,10000人以上,合资,5千-7千
13-22k 美妆资深媒体投放执行,上海,学历不限,创米商贸,100-299人,民营,1.3万-2.2万
电商平台运营助理,上海,大专,上海增乐科技有限公司,20-99人,,5千-8千
采购岗（上海）,上海,大专,国科恒泰(北京)医疗科技股份有限公司,500-999人,国企,6千-8千
招聘部实习生,上海,本科,上海微创软件股份有限公司,10000人以上,合资,2千-4千
10—15K/大客户销售公关专员/晋升快,上海,本科,丽兹行,1000-9999人,民营,1万-1.5万
拼多多店长,上海,高中,安徽汉浩智能设备有限责任公司,100-299人,民营,1.5万-2万
facebook广告优化师,上海,本科,上海量优信息技术有限公司,,,6千-1.2万
上市企业诚聘 销售代表 资管顾问 数据分析师 底薪8K+提成 本科管培生,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
研发助理工程师——2023届校园招聘(J10313),上海,硕士,半亩花田,500-999人,民营,1万-1.3万
助理商品经理 （ FTW）(J13212),上海,本科,广州市斯凯奇商业有限公司,500-999人,外商独资,1.5万-2万
数字化项目助理(张江）,上海,本科,东浩人力资源,100-299人,国企,8千-1万
电商运营-TOB电商运营经验优先-坐标上海,上海,大专,盖叮(山西)网络科技有限公司,20-99人,民营,7千-9千
招聘助理,上海,大专,哲库科技(上海)有限公司,1000-9999人,民营,6千-8千
500强上市公司 数据分析 运营管理培训生,上海,本科,上海链家地产,10000人以上,民营,1.1万-1.8万
销售顾问＋数据分析+资产管理专家,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
甲方招聘专员/底薪7k+高额提成,上海,大专,上海远行嘉业房地产经纪有限公司,100-299人,民营,8千-1.2万
电商运营助理 淘宝助理 京东助理 拼多多助理,上海,学历不限,上海国凡实业有限公司,20人以下,民营,5千-8千
长寿路人事助理,上海,大专,上海兀忧网络科技有限公司,20-99人,民营,5千-7千
采购专员,上海,大专,上海颢钦实业发展有限公司,20-99人,民营,4千-8千
销售助理 贝壳集团上海链家,上海,本科,上海链家地产,10000人以上,民营,9千-1.8万
售前客服/8.5k-11k/不限经验,上海,学历不限,丽兹行,1000-9999人,民营,9千-1.2万
助理电商渠道运营经理,上海,中专/中技,上海鼎奕商贸有限公司,20-99人,,5千-1万
市场运营策划 (MJ000181),上海,本科,上海东方财富期货有限公司,100-299人,民营,1.5万-2.5万
（全市8k就近分配）销售代表/销售顾问/销售/销售专员,上海,本科,德佑房地产经纪有限公司第八百七十七分公司,10000人以上,民营,1.4万-1.8万
商务专员（非销售岗）,上海,本科,上海广拓信息技术有限公司,100-299人,民营,6千-9千
商品助理,上海,学历不限,哈森珍兴商贸(上海)有限公司,1000-9999人,上市公司,6千-8千
京东运营专员/助理,上海,大专,上海汇材电子商务有限公司,1000-9999人,民营,6千-1万
医药BD,上海,学历不限,谱尼测试,1000-9999人,上市公司,1.5万-3万
新媒体运营助理,上海,大专,上海鹤知信息科技有限公司,20-99人,民营,6千-8千
市场专员,上海,中专/中技,上海高晶影像科技有限公司,100-299人,民营,4千-6千
网站平台运营/品牌推广/站内优化SEO,上海,本科,美国Selleck生物科技有限公司,500-999人,合资,8千-1.6万
采购专员（订单处理）,上海,大专,北京埃顿酒店服务有限公司,10000人以上,外商独资,6千-7千
上班200米地铁口+10万年薪，伙伴95后（开心工作）1V1带教+发展好+储备店长,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
上班200米地铁口+保8000/12000元，高提成（人生总要买次房）氛围好+发展好+储备店长,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
年薪10万+上班200米地铁口+高提成（世界500强企业）1V1带教+发展好+储备店长+管培生,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
跨境电商运营助理,上海,本科,河南捷仕汇达企业管理有限公司,100-299人,民营,6千-8千
项目运营助理,上海,大专,上海明酷营销服务有限公司,500-999人,民营,6千-1万
实力公司，前途坦荡+保底8K起，市场营销+大数据分析能力,上海,本科,上海链家地产,10000人以上,民营,8千-1.5万
无责底薪8000 周末双休 天猫客服,上海,大专,邯郸翰驰机械科技有限公司,,,8千-1.4万
环境检测技术员,上海,大专,济南好前程信息咨询服务有限公司,100-299人,民营,6千-8千
运营审核助理,上海,大专,上海裕慕网络科技有限公司,20-99人,民营,5千-8千
女装设计师助理,上海,本科,钰真(上海)信息技术有限公司,500-999人,民营,8千-1.2万
EA（Executive Assistant）,上海,本科,上海诺亚金融服务股份有限公司,1000-9999人,上市公司,1.2万-2.2万
销售助理,上海,大专,上海德田贸易有限公司,20人以下,民营,5千-8千
行政助理,上海,大专,中国人寿保险股份有限公司上海市分公司黄浦北京西路营销服务部,10000人以上,国企,8千-1.2万
实验室检测专员（农业 环保方向）,上海,大专,上海田福人力资源服务集团有限公司青岛分公司,1000-9999人,上市公司,6千-8千
淘宝运营专员,上海,中专/中技,上海分特教育信息咨询有限公司,20-99人,民营,5千-8千
法资企业-财务数据支持（短期6个月）,上海,大专,任仕达企业管理(上海)有限公司深圳分公司,100-299人,外商独资,6千-8千
采购专员（先实习）-2023届 (MJ001850),上海,本科,上海诺亚金融服务股份有限公司,1000-9999人,上市公司,8千-1.2万
京东运营,上海,本科,上海齐悦国际贸易有限公司,20-99人,民营,7千-1万
高级招聘服务顾问,上海,本科,猎聘,1000-9999人,上市公司,7千-9千
行政助理+数据分析师+职业经纪人,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
药品采购助理/部门助理,上海,大专,浙江认识科技有限公司,20-99人,合资,6千-9千
SEM推广/网络推广助理,上海,本科,上海微思工程项目管理咨询有限公司,100-299人,民营,7千-1万
物流专员,上海,大专,上海太屋网络科技有限公司,1000-9999人,民营,1万-1.5万
数据分析助理,上海,本科,上海思勃商务咨询有限公司,20-99人,民营,6千-8千
天猫会员运营专员/助理,上海,大专,上海增乐科技有限公司,20-99人,,6千-1万
底薪8K~房产销售零经验带教-能月薪过万~解决住宿问题,上海,大专,上海太屋网络科技有限公司,1000-9999人,民营,7千-1.4万
行政班次 高薪 销售支持,上海,大专,武汉易盛学信息科技有限公司,20-99人,民营,7千-1.4万
采购工程师(J10656),上海,本科,上海兰宝传感科技股份有限公司,300-499人,民营,6千-8千
天猫运营店长,上海,大专,颜选(上海)网络科技有限公司,20人以下,民营,1万-1.2万
董事长助理,上海,大专,上海诗政网络科技有限公司,20-99人,民营,4千-7千
银行客服专员,上海,大专,上海浦东发展银行信用卡中心,1000-9999人,股份制企业,1.5万-3万
无试用期【豪宅营销】客户经理-销售代表,上海,本科,丽兹行,1000-9999人,民营,8千-1万
市场助理/专员,上海,本科,上海食派士商贸发展有限公司,500-999人,合资,6千-9千
Google（Facebook）运营,上海,大专,精讯畅通,300-499人,股份制企业,2万-4万
拼多多平台商品专员,上海,学历不限,上海汇材电子商务有限公司,1000-9999人,民营,6千-1万
年薪10万+上班200米地铁口+高提成（世界500强企业）氛围好+发展好+储备店长,上海,本科,上海链家地产,10000人以上,民营,8千-1.2万
行政专员/助理,上海,大专,上海峒胜供应链有限公司,,,5千-1万
新通路运营专员/助理,上海,大专,绿享云(上海)数字科技有限公司,100-299人,民营,8千-1.2万
产品工程师,上海,本科,施耐德电气（中国）有限公司,1000-9999人,外商独资,面议
实验室助理,上海,大专,益思美诠生物科技(上海)有限公司,20-99人,外商独资,5千-8千
总经理翻译兼助理,上海,大专,上海裴特企业管理咨询有限公司,20人以下,民营,7千-9千
销售顾问,上海,本科,上海链家地产,10000人以上,民营,9千-1.8万
贝壳科技管培生-住宿方案 保障8K+置业顾问 数据分析运营,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
采购专案规划,上海,本科,旺旺集团,10000人以上,上市公司,8千-1.5万
采购助理（水果）,上海,大专,上海果铸信息科技有限公司,1000-9999人,民营,5千-8千
产业分析师助理,上海,本科,上海数治数据科技有限公司,20-99人,民营,5千-8千
研发项目助理,上海,本科,上海同星智能科技有限公司,20-99人,民营,6千-1万
链家房地产销售 位置徐家汇 地铁1号线11号线9号线4号线,上海,本科,上海链家地产,10000人以上,民营,1.3万-2.1万
物流专员（包住）,上海,大专,安能物流,10000人以上,合资,4千-6千
运营专员-物流方向（2023届校招）,上海,本科,上海紫途电子商务有限公司,10000人以上,民营,8千-1.2万
产品工程师,上海,本科,上海美吉生物医药科技有限公司,500-999人,民营,1万-2万
现货产品规划分析师,上海,本科,中电投融和融资租赁有限公司,100-299人,国企,8千-1万
物流专员,上海,大专,南昌克莱德曼科技服务有限公司,20-99人,,8千-9千
产品专员/经理,上海,硕士,安徽泽升科技有限公司上海分公司,300-499人,民营,1.2万-1.6万
电商运营,上海,学历不限,陕西门铃甄选商贸有限公司,20-99人,,9千-1万
上市公司+管培生+运营经理+数据分析——2,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
服装设计师助理,上海,大专,珍克逊服装服饰(上海)有限公司,20-99人,,6千-8千
客户主任/AE,上海,大专,普乐师(上海)数字科技有限公司,300-499人,民营,7千-8千
采购助理（水果）,上海,大专,上海果铸信息科技有限公司,1000-9999人,民营,5千-8千
人事专员,上海,大专,上海力德企业管理咨询有限公司,100-299人,合资,6千-1万
财务行政助理-外资银行,上海,本科,外企德科,1000-9999人,合资,7千-8千
HRBP助理,上海,本科,科锐国际,1000-9999人,合资,6千-8千
宜山路地铁站 3号线4号线9号线 链家销售,上海,本科,上海链家地产,10000人以上,民营,1万-2万
助理,上海,本科,科锐国际,1000-9999人,合资,1万-1.2万
运营助理,上海,本科,上海富仕勒数码科技有限公司,20-99人,民营,8千-1.2万
药品市场推广专员/助理,上海,本科,上海浅桥广告有限公司,20-99人,,3千-4千
HRBP+五险一金+团队旅游,上海,本科,上海链家地产,10000人以上,民营,8千-1.5万
运营助理,上海,学历不限,上海宾开实业发展有限公司,20-99人,,6千-7千
应届生首选 入职培训 带薪休假 保底8k,上海,本科,上海链家地产,10000人以上,民营,1万-2万
事务统筹专员（项目驻场）,上海,本科,昊居科技有限公司,300-499人,民营,6千-7千
销售助理,上海,本科,ABB,10000人以上,外商独资,面议
绩效管理岗,上海,本科,东海证券股份有限公司,1000-9999人,国企,1.6万-2.7万
迪土尼讯息服务中心,上海,高中,广州森林人力资源有限公司,20-99人,其它,5千-6千
市场专员,上海,大专,广州市仟益贸易有限公司,100-299人,民营,4千-6千
艺术漆产品专员,上海,大专,立邦投资有限公司,1000-9999人,外商独资,8千-1.5万
销售助理,上海,大专,德高广告（上海）有限公司,1000-9999人,外商独资,5千-7千
电商专员,上海,大专,上海尤金斯智能农业科技有限公司,100-299人,民营,6千-1.2万
运营助理/可小白,上海,中专/中技,浙江邦芒数据有限公司,1000-9999人,民营,5千-6千
亚马逊运营助理（应届生亦可）,上海,本科,上海复漫网络科技有限公司,100-299人,民营,6千-8千
实验室检测员（接受应届生）,上海,大专,济南好前程信息咨询服务有限公司,100-299人,民营,6千-8千
市场专员,上海,本科,科锐尔人力资源服务(苏州)有限公司,1000-9999人,上市公司,8千-9千
电商运营主管,上海,学历不限,浙江天正电气股份有限公司,1000-9999人,民营,8千-1万
国际采购,上海,大专,上海万士豪国际贸易有限公司,20-99人,民营,8千-1.5万
电商线上分销助理,上海,高中,上海汇材电子商务有限公司,1000-9999人,民营,5千-8千
固收项目助理,上海,本科,深圳中深国投基金管理有限公司,300-499人,民营,7千-9千
HR管培生（2023届秋招）,上海,本科,大润发,10000人以上,合资,4千-6千
社保服务专员（五险一金）,上海,大专,杭州今元标矩科技有限公司上海分公司,1000-9999人,民营,6千-8千
部门助理,上海,大专,南京华崎贸易有限公司,20-99人,,5千-8千
产品开发助理,上海,本科,罐头场,,民营,6千-8千
招聘专员,上海,大专,宁德市哈士奇企业管理有限公司,20人以下,,5千-8千
月薪8K起/置业顾问/5号线剑川路/交大旁/资源丰富/成长快,上海,本科,上海链家地产,10000人以上,民营,1万-1.5万
大客户销售代表,上海,本科,德佑房地产经纪有限公司第一百六十五分公司,10000人以上,民营,1万-2万
市场推广专员,上海,中专/中技,大润发,10000人以上,合资,4千-6千
市场主管,上海,大专,上海童程科技有限公司,1000-9999人,上市公司,8千-1.1万
运营助理（双休）,上海,中专/中技,邦芒服务外包有限公司,500-999人,上市公司,5千-1万
助理工程师,上海,硕士,上海东心生物医疗科技有限公司,20-99人,民营,1万-1.5万
徐汇区 中高端房产销售经纪人 背靠天主教堂环境好,上海,本科,上海链家地产,10000人以上,民营,1.3万-2.6万
物流专员-上海,上海,高中,裕秀新生活(大连)物流有限公司沈阳分公司,100-299人,合资,4千-6千
品牌助理,上海,本科,浙江邦芒数据有限公司,1000-9999人,民营,8千-1万
市场专员/主管,上海,本科,上海高顿教育科技有限公司,1000-9999人,民营,8千-1.2万
市场拓展专员,上海,高中,上海佑骏信息咨询有限公司,20人以下,民营,1万-1.5万
底薪7k+1k房补运营助理/周末双休,上海,大专,上海进得信息技术有限公司,100-299人,民营,1.3万-1.8万
部门助理-朝九晚六 周末双休,上海,大专,浙江认识科技有限公司,20-99人,合资,6千-8千
环境/食品检测工程师,上海,大专,济南好前程信息咨询服务有限公司,100-299人,民营,6千-8千
咨询助理,上海,本科,伯特管理咨询公司,20-99人,民营,6千-1.2万
500强上市名企 数据分析 运营管理 解决方案提供者,上海,本科,上海链家地产,10000人以上,民营,1.2万-1.8万
授权员工,上海,本科,交通银行信用卡中心,10000人以上,国企,6千-8千
科技金融业务助理,上海,本科,上海杨浦科技创业中心（上海复旦科技园创业中心）,100-299人,国企,6千-1万
采购助理,上海,大专,上海山上国际贸易有限公司,20人以下,外商独资,6千-8千
知名外资财务助理（短期六个月）,上海,大专,任仕达企业管理(上海)有限公司深圳分公司,100-299人,外商独资,6千-8千
人力资源部门助理（培训方向）,上海,本科,科锐国际,1000-9999人,合资,6千-7千
KOL红人营销,上海,本科,钰真(上海)信息技术有限公司,500-999人,民营,8千-1.3万
服装主播,上海,大专,上海致衣供应链管理有限公司,20人以下,民营,1.5万-3万
京东运营,上海,大专,上海喜乐屋实业有限公司,20人以下,民营,1万-1.5万
采购专员,上海,大专,上海谦朴电子科技有限公司,,,6千-7千
BD经理,上海,大专,汉海信息技术(上海)有限公司,10000人以上,民营,1.3万-1.5万
财务(145693)有补贴奖金,上海,大专,上海艾杰飞人力资源有限公司,100-299人,外商独资,7千-8千
用户运营助理,上海,本科,直猎(上海)网络科技有限公司,20-99人,民营,6千-1万
销售顾问 万体馆 徐家汇 年入百万不是梦,上海,本科,上海链家地产,10000人以上,民营,1.1万-2.1万
BD经理,上海,大专,北京三快在线科技有限公司,1000-9999人,上市公司,面议
人力资源专员（上海）G02905,上海,本科,深圳南油外服人力资源有限公司,1000-9999人,国企,1.3万-1.5万
电商助理/商品支持-善沟通，Excel使用熟练-接受应届生,上海,大专,盖叮(山西)网络科技有限公司,20-99人,民营,6千-8千
跨境电商客服,上海,高中,上海瑜秋实业有限公司,20人以下,民营,6千-8千
资料审核员,上海,大专,招商银行股份有限公司信用卡中心,1000-9999人,股份制企业,1.3万-2万
招聘专员,上海,大专,动因体育,1000-9999人,民营,8千-1.2万
人事行政专员,上海,本科,壬鼎实业(上海)有限公司,300-499人,合资,6千-8千
人事行政专员,上海,大专,中国人寿保险股份有限公司上海市分公司黄浦北京西路营销服务部,10000人以上,国企,8千-1.2万
物流HRBP(J16740),上海,大专,美菜网,10000人以上,民营,7千-9千
招聘专员/助理,上海,本科,上海太屋网络科技有限公司,1000-9999人,民营,7千-1.3万
客服专员,上海,大专,浩大海洋,100-299人,民营,5千-8千
事业/工作 一定要本专业吗？给自己一个突破的机会,上海,本科,上海链家地产,10000人以上,民营,1.1万-2.1万
平台运营专员-办公平台-坐标上海,上海,大专,盖叮(山西)网络科技有限公司,20-99人,民营,7千-9千
工程项目助理,上海,大专,上海希诺神州生命健康科技股份有限公司,300-499人,股份制企业,6千-1万
市场专员/主管,上海,本科,上海高顿教育科技有限公司,1000-9999人,民营,6千-1.2万
产品工程师/应届生,上海,学历不限,浙江天正电气股份有限公司,1000-9999人,民营,6千-8千
人力发展岗,上海,大专,中国人民人寿保险股份有限公司上海黄浦制造局路营销服务部,10000人以上,国企,4千-6千
运营助理,上海,大专,上海宾开实业发展有限公司,20-99人,,6千-7千
商城运营助理（龙华中路）,上海,大专,上海中智项目外包咨询服务有限公司,1000-9999人,国企,6千-7千
电商运营,上海,本科,江西释领网络科技有限公司,300-499人,,1.1万-1.4万
保障月薪8K上海 链家地产经纪人 统招本科,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
综合年薪20W+，金牌门店,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
商品助理,上海,大专,上海盼库科技有限公司,20-99人,民营,8千-1.2万
置业顾问（5号线剑川路上班）新人保底8K起,上海,本科,上海链家地产,10000人以上,民营,8千-1.4万
上市公司+管培生+运营经理+数据分析——1,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
上市公司+房产管培生+运营经理+数据分析——2,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
纯文职 质检专员 公务员福利,上海,大专,武汉鲸琦玖管科技有限公司,20-99人,民营,8千-1.6万
上市公司+房产管培生+运营经理+数据分析——1,上海,本科,上海链家地产,10000人以上,民营,8千-1.6万
大数据分析师8000,上海,学历不限,上海嘿语网络科技有限公司,20人以下,民营,8千-1.3万
客户支持专员（驻场） (MJ000758),上海,本科,上药控股有限公司,10000人以上,国企,6千-1万
网店运营,上海,大专,上海海戈贸易有限公司,20-99人,合资,6千-9千
高薪急聘客户代表×签约售后服务顾问×12个月保障月薪8K起,上海,本科,上海链家地产,10000人以上,民营,8千-1.5万
上市公司保障底薪8K 链家90后团队 带薪培训,上海,本科,上海链家地产,10000人以上,民营,1万-1.5万
客户经理,上海,本科,上海链家地产,10000人以上,民营,1万-2万
链家地产经纪人 保障月薪8k,上海,本科,上海链家地产,10000人以上,民营,1.3万-2.6万
市场营销专员,上海,本科,上海链家地产,10000人以上,民营,9千-1.8万
互联网销售代表×上市公司×保障薪资8K起×无经验也能轻松上手,上海,本科,上海链家地产,10000人以上,民营,8千-1.5万
绿色氢能业务拓展代表,上海,本科,远景能源有限公司,1000-9999人,民营,面议
新零售运营,上海,本科,森马股份,1000-9999人,股份制企业,面议
电商运营岗（象阳生）,上海,本科,白象食品,1000-9999人,民营,8千-1.2万
人力资源管培生,上海,本科,柏楚电子,300-499人,民营,7千-1.4万
招聘助理-上海,上海,本科,高知特,1000-9999人,外商独资,面议
买手,上海,本科,森马股份,1000-9999人,股份制企业,面议
市场营销策划,上海,本科,中国联通,10000人以上,国企,面议
电商运营岗（象心生）,上海,大专,白象食品,1000-9999人,民营,5千-6千
人事专员（上海）,上海,本科,爱数信息,1000-9999人,股份制企业,面议
DIY事业部新链生-数据分析,上海,本科,立邦,1000-9999人,外商独资,面议
职能类岗位,全国,本科,中建八局二公司,10000人以上,国企,8千-1.2万
市场营销策划（电商）,上海,本科,中国联通,10000人以上,国企,面议
市场管培生,上海,本科,七猫,300-499人,民营,1万-1.5万
供应管理助理（上海）,上海,本科,爱数信息,1000-9999人,股份制企业,面议
辅材产品专员（国内）,上海,硕士,立邦,1000-9999人,外商独资,面议
人力资源专员,上海,硕士,云南白药,1000-9999人,国企,8千-1.2万
互联网运营,上海,本科,中国移动在线营销,1000-9999人,国企,面议
渠道运营管培生,上海,本科,七猫,300-499人,民营,1万-1.5万
订单BP助理（上海）,上海,本科,爱数信息,1000-9999人,股份制企业,面议
DIY事业部新链生-家装业务方向,上海,本科,立邦,1000-9999人,外商独资,面议
市场营销培训生,上海,本科,欧普照明,500-999人,民营,8千-1万
商务内勤（上海）,上海,本科,浙商中拓,,国企,1万-1.4万
营销管理,上海,本科,中国移动在线营销,1000-9999人,国企,面议
BP助理,上海,本科,复星诊断,1000-9999人,民营,6千-1.2万
资管机构业务策划助理,上海,硕士,国联证券,1000-9999人,股份制企业,面议
财务会计助理,全国,本科,中国铁建,10000人以上,国企,6千-9千
财务管理岗,上海,硕士,中国船舶,10000人以上,国企,1万-1.5万
电商运营助理,上海,本科,光明食品集团,10000人以上,国企,6千-7千
运营专员,上海,大专,“互联网之光”博览会,,其它,9千-1.2万
项目助理(J10690),上海,本科,中国通用技术集团,10000人以上,国企,1万-2万
